train/explained_variance,train/approx_kl,time/total_timesteps,time/fps,train/value_loss,rollout/ep_len_mean,train/std,train/learning_rate,time/time_elapsed,train/clip_range,train/n_updates,train/clip_fraction,rollout/ep_rew_mean,train/entropy_loss,train/loss,train/policy_gradient_loss,time/iterations,eval/mean_ep_length,eval/mean_reward
0.9818089604377747,0.015767384,12124160,7255,0.019173597823828457,291.55,1.1066935062408447,0.0003,1670,0.2,3690,0.1446502685546875,3270.8341465200006,-24.94982967376709,-0.15361152589321136,-0.018492783373221754,370,,
0.9814353585243225,0.016612794,12451840,7257,0.01973011838272214,298.28,1.1173261404037476,0.0003,1715,0.2,3790,0.144891357421875,3290.92560413,-25.092239665985108,-0.15616340935230255,-0.0194994498626329,380,,
0.9809574484825134,0.016783983,12779520,7259,0.019091341458261014,301.38,1.1272028684616089,0.0003,1760,0.2,3890,0.148101806640625,3403.328004179999,-25.190925979614256,-0.15660858154296875,-0.019172852952033283,390,,
0.9826815128326416,0.015915174,13000000,,0.01880686981603503,,1.1340099573135376,0.0003,,0.2,3960,0.1393280029296875,,-25.25905523300171,-0.15525266528129578,-0.018583183421287685,,314.2,3754.1657818078993
0.9820641875267029,0.01602345,13107200,7258,0.017313418770208956,302.67,1.1383132934570312,0.0003,1805,0.2,3990,0.1488250732421875,3411.99449855,-25.31601152420044,-0.1559494584798813,-0.01863200486986898,400,,
0.9792894721031189,0.017406266,13434880,7260,0.019668849371373653,308.21,1.1506611108779907,0.0003,1850,0.2,4090,0.1526611328125,3423.0428609899996,-25.465826320648194,-0.1579635739326477,-0.019988949643447995,410,,
0.9818774461746216,0.017087549,13762560,7255,0.01656524962745607,323.45,1.1601468324661255,0.0003,1896,0.2,4190,0.1440521240234375,3595.902849469999,-25.583299255371095,-0.16008763015270233,-0.01985781088587828,420,,
0.9766667485237122,0.016577803,14000000,,0.02129822764545679,,1.1740292310714722,0.0003,,0.2,4270,0.1458099365234375,,-25.738375186920166,-0.15951178967952728,-0.019329163688234986,,279.6,3364.7103882908823
0.9835822582244873,0.016664261,14090240,7246,0.014933878881856799,320.26,1.176881194114685,0.0003,1944,0.2,4290,0.149285888671875,3452.8654239499992,-25.792434883117675,-0.16248643398284912,-0.020268324617063627,430,,
0.9835274815559387,0.017029481,14417920,7239,0.016575815388932824,320.93,1.186566948890686,0.0003,1991,0.2,4390,0.14566650390625,3575.3276557999993,-25.90811061859131,-0.16146348416805267,-0.019839226425392553,440,,
0.9829767346382141,0.016093351,14745600,7234,0.014267163956537843,311.67,1.2009035348892212,0.0003,2038,0.2,4490,0.147607421875,3606.73844094,-26.069961833953858,-0.16315984725952148,-0.019440972758457065,450,,
0.9803779125213623,0.01701479,15000000,,0.01813855078071356,,1.2116663455963135,0.0003,,0.2,4570,0.1571044921875,,-26.178021812438963,-0.1635572910308838,-0.019928426819387824,,232.0,2914.9325580358504
0.9816421866416931,0.017158924,15073280,7228,0.016835120925679802,322.03,1.212804913520813,0.0003,2085,0.2,4590,0.1407806396484375,3742.28977742,-26.203481674194336,-0.16274264454841614,-0.020149605890037493,460,,
0.9856623411178589,0.016675778,15400960,7223,0.012962002167478203,337.74,1.2245290279388428,0.0003,2131,0.2,4690,0.143499755859375,3839.21881498,-26.32213201522827,-0.16471508145332336,-0.019826409104280174,470,,
0.9862076640129089,0.017265387,15728640,7223,0.011468623438850046,327.98,1.2351425886154175,0.0003,2177,0.2,4790,0.148077392578125,3749.57424798,-26.464607524871827,-0.1655701845884323,-0.020058958162553608,480,,
0.981716513633728,0.016347557,16000000,,0.015521631482988596,,1.2492315769195557,0.0003,,0.2,4880,0.1468292236328125,,-26.629294013977052,-0.16620953381061554,-0.01975303724175319,,273.8,3522.6313033819197
0.9824540615081787,0.016210757,16056320,7221,0.015019927592948078,337.5,1.2498855590820312,0.0003,2223,0.2,4890,0.1457763671875,3931.1810251399997,-26.627454376220705,-0.16346856951713562,-0.01895129431504756,490,,
0.9817750453948975,0.017417781,16384000,7222,0.01609847960062325,325.93,1.2658592462539673,0.0003,2268,0.2,4990,0.1461883544921875,3796.51857436,-26.79296245574951,-0.1637188196182251,-0.018803247867617758,500,,
0.9825411438941956,0.017543036,16711680,7219,0.014783107535913586,340.68,1.2816916704177856,0.0003,2314,0.2,5090,0.1511016845703125,3869.34681089,-26.969593906402586,-0.16892631351947784,-0.020252909348346292,510,,
0.9826074242591858,0.017526733,17000000,,0.013951514614745975,,1.291486382484436,0.0003,,0.2,5180,0.1501983642578125,,-27.102342510223387,-0.1686570793390274,-0.02004724955186248,,332.2,4136.394577378034
0.9814426898956299,0.018134179,17039360,7213,0.015041479701176285,359.04,1.292972207069397,0.0003,2362,0.2,5190,0.153656005859375,4273.9722403099995,-27.110733604431154,-0.16876621544361115,-0.020460001059109344,520,,
0.9800997972488403,0.017296806,17367040,7212,0.01699217949062586,334.05,1.3042190074920654,0.0003,2407,0.2,5290,0.149786376953125,3898.488669430001,-27.22557725906372,-0.16709443926811218,-0.01985933443065733,530,,
0.9808369278907776,0.018097993,17694720,7210,0.014956535119563342,338.03,1.3209480047225952,0.0003,2454,0.2,5390,0.1620819091796875,3953.5250285100005,-27.40848665237427,-0.17027893662452698,-0.020669193839421496,540,,
0.9798495173454285,0.016725343,18000000,,0.015285179531201721,,1.3386090993881226,0.0003,,0.2,5490,0.144647216796875,,-27.604415321350096,-0.17051708698272705,-0.019531940470915287,,323.2,3926.355443149805
,,18022400,7205,,340.93,,,2501,,,,4138.70458688,,,,550,,
0.9801244139671326,0.01740751,18350080,7203,0.015397914592176676,334.41,1.353974461555481,0.0003,2547,0.2,5590,0.149163818359375,4046.99607559,-27.754969787597656,-0.17199893295764923,-0.0208619705401361,560,,
0.9845683574676514,0.01653136,18677760,7205,0.011428005713969468,341.57,1.3696523904800415,0.0003,2592,0.2,5690,0.15224609375,4174.10803101,-27.915851211547853,-0.17375338077545166,-0.020898334606317803,570,,
0.9821862578392029,0.017512705,19000000,,0.01382370819337666,,1.385558843612671,0.0003,,0.2,5790,0.1497528076171875,,-28.07142906188965,-0.17389363050460815,-0.019978298520436512,,361.2,4540.696264356375
,,19005440,7205,,340.17,,,2637,,,,4200.87352829,,,,580,,
0.9793481230735779,0.017574277,19333120,7207,0.014769670041278004,344.76,1.4017729759216309,0.0003,2682,0.2,5890,0.1566070556640625,4236.24376679,-28.2161602973938,-0.17379364371299744,-0.02103151489282027,590,,
0.9818404912948608,0.016366895,19660800,7209,0.013455120427533985,341.88,1.4248453378677368,0.0003,2727,0.2,5990,0.1501190185546875,4264.13423937,-28.449309062957763,-0.17387810349464417,-0.019394684518920256,600,,
0.9807745814323425,0.018768266,19988480,7211,0.0138691040687263,331.12,1.4394184350967407,0.0003,2771,0.2,6090,0.155853271484375,4117.09816879,-28.599317455291747,-0.17658570408821106,-0.02051371340348851,610,,
0.9805318117141724,0.01691229,20000000,,0.013721996406093239,,1.4410454034805298,0.0003,,0.2,6100,0.146160888671875,,-28.616141033172607,-0.1747860461473465,-0.018509385478682815,,408.2,5171.403713405132
