train/policy_gradient_loss,time/iterations,train/learning_rate,time/total_timesteps,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/std,train/clip_fraction,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean,train/entropy_loss,time/time_elapsed,time/fps,train/value_loss,eval/mean_ep_length,eval/mean_reward
-0.019829525763634594,220,0.0003,7208960,0.9687047600746155,2190,0.2,-0.15352341532707214,1.0779023170471191,0.1396728515625,0.016502237,4535.525197440001,288.73,-24.825460338592528,924,7799,0.029680738039314748,,
-0.01895645142067224,230,0.0003,7536640,0.9658858180046082,2290,0.2,-0.15241549909114838,1.0870236158370972,0.1396087646484375,0.015972964,4523.51490137,290.16,-24.931331825256347,965,7804,0.031282701250165704,,
-0.019906521856319158,240,0.0003,7864320,0.9612693190574646,2390,0.2,-0.15463532507419586,1.101002812385559,0.1395111083984375,0.016369399,5112.93116283,328.7,-25.113894939422607,1007,7809,0.03274876475334167,,
-0.019618418428581207,,0.0003,8000000,0.9652511477470398,2440,0.2,-0.15483412146568298,1.104371428489685,0.13636474609375,0.016189491,,,-25.146986484527588,,,0.02780906017869711,375.0,6013.207810258866
-0.01927163837826811,250,0.0003,8192000,0.9646533131599426,2490,0.2,-0.15366990864276886,1.1068178415298462,0.136285400390625,0.016466904,5723.791292139999,369.92,-25.18910140991211,1049,7805,0.028676409181207417,,
-0.018757011624984443,260,0.0003,8519680,0.9654126167297363,2590,0.2,-0.1541687250137329,1.1158716678619385,0.1323638916015625,0.014504569,5362.984039720001,347.72,-25.28722219467163,1091,7808,0.027223735023289918,,
-0.01979439565911889,270,0.0003,8847360,0.966484546661377,2690,0.2,-0.15714895725250244,1.12324059009552,0.146563720703125,0.016074201,6051.682830029999,392.21,-25.37592468261719,1132,7811,0.02509091068059206,,
-0.018784044770291074,,0.0003,9000000,0.9652484655380249,2740,0.2,-0.15520672500133514,1.1312931776046753,0.1374847412109375,0.01554346,,,-25.48120584487915,,,0.025528283324092627,376.4,6016.311932992935
-0.019659748510457577,280,0.0003,9175040,0.9663939476013184,2790,0.2,-0.15865842998027802,1.1368306875228882,0.144775390625,0.016170556,6330.1069452500005,410.54,-25.56228494644165,1175,7806,0.02446269541978836,,
-0.020385707425884903,290,0.0003,9502720,0.9683439135551453,2890,0.2,-0.16030658781528473,1.1517541408538818,0.140350341796875,0.015916225,6968.420473299999,452.44,-25.748412322998046,1216,7809,0.02043444886803627,,
-0.01989846114302054,300,0.0003,9830400,0.9706172347068787,2990,0.2,-0.16093416512012482,1.163275122642517,0.135894775390625,0.016293343,6613.476067719998,431.74,-25.887841129302977,1259,7807,0.01801880057901144,,
-0.02003260556375608,,0.0003,10000000,0.9710520505905151,3050,0.2,-0.1608736664056778,1.1715766191482544,0.143353271484375,0.016377503,,,-26.00068292617798,,,0.017707081977277994,467.6,7400.829446697235
-0.020095053140539675,310,0.0003,10158080,0.9716858267784119,3090,0.2,-0.16131959855556488,1.1770243644714355,0.1331085205078125,0.01562792,7103.446850299999,463.52,-26.05560235977173,1303,7794,0.017607660917565226,,
-0.01993020303780213,320,0.0003,10485760,0.9687009453773499,3190,0.2,-0.16323812305927277,1.1899418830871582,0.1407379150390625,0.016875431,7828.8695793100005,512.83,-26.214721202850342,1344,7796,0.017555226758122443,,
-0.02031802637502551,330,0.0003,10813440,0.967311441898346,3290,0.2,-0.1635163277387619,1.2035361528396606,0.147412109375,0.016390162,7695.3984958599995,503.13,-26.39429578781128,1386,7798,0.017980669718235733,,
-0.020352062466554344,,0.0003,11000000,0.9699156880378723,3350,0.2,-0.164913609623909,1.211334466934204,0.1471160888671875,0.017339483,,,-26.47673921585083,,,0.016308495914563535,477.0,7501.373691254854
-0.020409835944883527,340,0.0003,11141120,0.9657794833183289,3390,0.2,-0.1646459996700287,1.2167218923568726,0.1435272216796875,0.016402222,8016.280992450001,522.94,-26.537474822998046,1429,7793,0.01781048597767949,,
-0.020598464843351393,350,0.0003,11468800,0.9705445170402527,3490,0.2,-0.16670991480350494,1.232365608215332,0.1474456787109375,0.0179746,8505.693129570001,556.11,-26.719416999816893,1471,7795,0.014406023966148495,,
-0.01954402548726648,360,0.0003,11796480,0.9663299322128296,3590,0.2,-0.16682453453540802,1.2465894222259521,0.1449493408203125,0.016291438,8657.436827349999,564.09,-26.905443477630616,1512,7798,0.014852887159213424,,
-0.020131413522176445,,0.0003,12000000,0.9653430581092834,3660,0.2,-0.16865696012973785,1.2592511177062988,0.127630615234375,0.01635901,,,-27.048269748687744,,,0.016613756166771056,542.2,8590.071421593428
-0.01988365552970208,370,0.0003,12124160,0.9646259546279907,3690,0.2,-0.1671702265739441,1.2638132572174072,0.1323638916015625,0.01568742,8263.70448803,541.03,-27.102550411224364,1555,7794,0.01690389490686357,,
-0.020062674034852533,380,0.0003,12451840,0.9592828750610352,3790,0.2,-0.16802024841308594,1.2842031717300415,0.153369140625,0.01741413,8930.5330715,584.12,-27.341164302825927,1597,7795,0.01909995125606656,,
-0.02010914250276983,390,0.0003,12779520,0.9572502970695496,3890,0.2,-0.16916848719120026,1.303773045539856,0.149334716796875,0.017358929,9117.90613,593.55,-27.55778522491455,1638,7797,0.018482422549277545,,
-0.020685279020108284,,0.0003,13000000,0.9654619097709656,3960,0.2,-0.17219696938991547,1.3173494338989258,0.14927978515625,0.018064857,,,-27.72880687713623,,,0.01473739636130631,580.8,9120.42442727089
-0.019973011990077793,400,0.0003,13107200,0.9640406370162964,3990,0.2,-0.17072001099586487,1.3220847845077515,0.146832275390625,0.017568305,8989.552976449999,584.64,-27.78781661987305,1681,7793,0.01596367796882987,,
-0.02043893068912439,410,0.0003,13434880,0.9498774409294128,4090,0.2,-0.17153479158878326,1.3414543867111206,0.1420013427734375,0.01792897,9239.532342920002,601.77,-28.011051368713378,1723,7796,0.019903027825057505,,
-0.019947650982066988,420,0.0003,13762560,0.9559169411659241,4190,0.2,-0.1720436066389084,1.3660300970077515,0.1515472412109375,0.01741047,8420.33951475,551.14,-28.2778281211853,1764,7797,0.02020355239510536,,
-0.02027401439845562,,0.0003,14000000,0.957716166973114,4270,0.2,-0.1747317910194397,1.3859766721725464,0.154296875,0.018365288,,,-28.479940509796144,,,0.016421432653442026,576.6,9138.988927462697
-0.020406338083557785,430,0.0003,14090240,0.9650185704231262,4290,0.2,-0.1753288209438324,1.390897274017334,0.143878173828125,0.01760882,9219.294468279999,602.85,-28.531264305114746,1808,7791,0.01497873906046152,,
-0.021082562071387655,440,0.0003,14417920,0.9551681876182556,4390,0.2,-0.1778821349143982,1.4100466966629028,0.1594512939453125,0.018165607,9280.909670609999,603.63,-28.728697872161867,1849,7795,0.018293521739542483,,
-0.019917127391090618,450,0.0003,14745600,0.9555920362472534,4490,0.2,-0.176219642162323,1.4275153875350952,0.1407073974609375,0.01783779,9293.39740981,604.73,-28.909307765960694,1891,7796,0.017681494681164624,,
-0.019914771092589944,,0.0003,15000000,0.9551122784614563,4570,0.2,-0.17770418524742126,1.4446958303451538,0.147467041015625,0.016899817,,,-29.08098907470703,,,0.016906845616176724,727.8,11335.168983590604
-0.02010296062217094,460,0.0003,15073280,0.9523571133613586,4590,0.2,-0.17789801955223083,1.4485547542572021,0.1362091064453125,0.018035166,9758.5405764,634.05,-29.11771078109741,1934,7792,0.018624482862651347,,
-0.020629652426578104,470,0.0003,15400960,0.9517942070960999,4690,0.2,-0.17970405519008636,1.4738996028900146,0.1447906494140625,0.017651612,9509.59708451,617.9,-29.380060768127443,1976,7793,0.01872477727010846,,
-0.02049150487873703,480,0.0003,15728640,0.9563565254211426,4790,0.2,-0.18124902248382568,1.4916119575500488,0.151397705078125,0.019396417,9563.842110909998,620.47,-29.560879611968993,2017,7795,0.01717088958248496,,
-0.02036987334722653,,0.0003,16000000,0.9536385536193848,4880,0.2,-0.18193967640399933,1.5094236135482788,0.1432464599609375,0.01740171,,,-29.741630268096923,,,0.01727204518392682,683.4,10544.191912555694
-0.020245800219709054,490,0.0003,16056320,0.949307918548584,4890,0.2,-0.18035888671875,1.5112807750701904,0.14678955078125,0.017702974,9756.73144003,634.87,-29.752969837188722,2060,7791,0.01862273896113038,,
-0.020422192418482154,500,0.0003,16384000,0.9499573707580566,4990,0.2,-0.18230818212032318,1.5331804752349854,0.14918212890625,0.017929936,9706.36552399,633.31,-29.965410137176512,2103,7787,0.01840395824983716,,
-0.020993630785960705,510,0.0003,16711680,0.9548102021217346,5090,0.2,-0.18484674394130707,1.5542793273925781,0.1541107177734375,0.018830292,10871.737722640002,707.5,-30.17360544204712,2145,7787,0.016615321626886725,,
-0.020803114917362107,,0.0003,17000000,0.9558718800544739,5180,0.2,-0.18450729548931122,1.578802227973938,0.14510498046875,0.018706758,,,-30.405052375793456,,,0.0170136128552258,798.6,12466.367467784881
-0.020878612180240452,520,0.0003,17039360,0.9484527707099915,5190,0.2,-0.18597015738487244,1.5815802812576294,0.1570465087890625,0.01872582,10426.397696459997,678.43,-30.426301288604737,2189,7782,0.016655298275873066,,
-0.020508823019918056,530,0.0003,17367040,0.9477292895317078,5290,0.2,-0.1848185658454895,1.60621976852417,0.13978271484375,0.017917998,10902.972861610002,706.94,-30.63010902404785,2231,7783,0.01676430683583021,,
-0.020318154152482747,540,0.0003,17694720,0.9511134028434753,5390,0.2,-0.1871345192193985,1.6344785690307617,0.1537445068359375,0.018994717,10964.662444739999,710.5,-30.910403728485107,2272,7785,0.01593820722773671,,
-0.02060350421234034,,0.0003,18000000,0.9473438858985901,5490,0.2,-0.1886913925409317,1.6563197374343872,0.1535919189453125,0.019485727,,,-31.10925006866455,,,0.01711280862800777,736.2,11515.85033941865
,550,,18022400,,,,,,,,10543.798351149999,682.5,,2316,7781,,,
-0.02050945650553331,560,0.0003,18350080,0.9287908673286438,5590,0.2,-0.19003789126873016,1.6833010911941528,0.1508880615234375,0.018974628,10388.848338939999,672.02,-31.361389255523683,2357,7783,0.020671316143125295,,
-0.020350522850640117,570,0.0003,18677760,0.9377013444900513,5690,0.2,-0.1892644464969635,1.7138075828552246,0.14852294921875,0.018638827,10715.022069960001,691.55,-31.624234104156493,2399,7785,0.017141267424449325,,
-0.02045216881670058,,0.0003,19000000,0.935218095779419,5790,0.2,-0.19085673987865448,1.7418591976165771,0.158770751953125,0.018910123,,,-31.884762954711913,,,0.022277931869029998,936.4,14639.117310523987
,580,,19005440,,,,,,,,10023.59165022,646.2,,2442,7779,,,
-0.019615645904559643,590,0.0003,19333120,0.9365411996841431,5890,0.2,-0.1931503266096115,1.774033784866333,0.1493927001953125,0.018485446,10854.578402239998,700.64,-32.18353157043457,2484,7781,0.016919455025345087,,
-0.020037599047645925,600,0.0003,19660800,0.9415397644042969,5990,0.2,-0.19379600882530212,1.8053408861160278,0.155145263671875,0.018398017,10142.72923149,654.35,-32.45636959075928,2525,7783,0.018739153910428286,,
-0.018974298634566365,610,0.0003,19988480,0.925382137298584,6090,0.2,-0.1933879405260086,1.8366643190383911,0.1406585693359375,0.01810878,11639.634400339999,750.14,-32.715281105041505,2567,7785,0.019629296846687794,,
-0.019536704919300974,,0.0003,20000000,0.933603048324585,6100,0.2,-0.19439572095870972,1.8401530981063843,0.15294189453125,0.018512405,,,-32.74857711791992,,,0.018594475649297237,902.8,14038.319911134244
-0.01968242535367608,620,0.0003,20316160,0.9297242760658264,6190,0.2,-0.19368165731430054,1.8693854808807373,0.15328369140625,0.01764033,9929.67644538,638.7,-33.001616859436034,2612,7777,0.023946935124695302,,
-0.019332792033674197,630,0.0003,20643840,0.9398238658905029,6290,0.2,-0.19617822766304016,1.9014358520507812,0.1473297119140625,0.018565498,10388.83983428,670.17,-33.248623275756835,2654,7778,0.02181891966611147,,
-0.019254961353726684,640,0.0003,20971520,0.9395590424537659,6390,0.2,-0.19881851971149445,1.9270212650299072,0.1375091552734375,0.017677488,11601.97036315,748.74,-33.46457633972168,2695,7780,0.015638836473226548,,
-0.019840639567701147,,0.0003,21000000,0.9377231001853943,6400,0.2,-0.19798846542835236,1.9295378923416138,0.146551513671875,0.018391704,,,-33.47580890655517,,,0.016252902150154114,885.8,13665.310187101364
-0.01949638278456405,650,0.0003,21299200,0.9312205910682678,6490,0.2,-0.19825951755046844,1.9599566459655762,0.1417388916015625,0.018672384,10917.18217324,702.81,-33.68620433807373,2739,7775,0.02036817157641053,,
-0.019727879902347922,660,0.0003,21626880,0.9260312914848328,6590,0.2,-0.20022878050804138,1.9964388608932495,0.1437408447265625,0.01998875,10552.578099440001,679.6,-33.97187957763672,2780,7777,0.022309832647442816,,
-0.01996159723494202,670,0.0003,21954560,0.9286432266235352,6690,0.2,-0.20143641531467438,2.0271599292755127,0.1447418212890625,0.018239211,9609.359720150002,616.84,-34.20466423034668,2822,7779,0.02158012930303812,,
-0.020355361106339842,,0.0003,22000000,0.9220167398452759,6710,0.2,-0.20272180438041687,2.0315065383911133,0.146221923828125,0.01941457,,,-34.24292125701904,,,0.020777407474815844,1000.0,15677.809255790711
-0.02100663572200574,680,0.0003,22282240,0.9253917336463928,6790,0.2,-0.20380467176437378,2.061136484146118,0.1538604736328125,0.019946095,10750.72198071,688.02,-34.47368278503418,2866,7773,0.02354325130581856,,
-0.01949618651997298,690,0.0003,22609920,0.9319137334823608,6890,0.2,-0.20306912064552307,2.091596841812134,0.1438629150390625,0.018726768,11415.64744764,728.13,-34.71152896881104,2908,7775,0.018466324917972086,,
-0.02075479532359168,700,0.0003,22937600,0.937511682510376,6990,0.2,-0.20665131509304047,2.125603199005127,0.1495452880859375,0.018778086,9873.495925980002,629.79,-34.93175277709961,2949,7777,0.023561665695160626,,
-0.019444362388458102,,0.0003,23000000,0.9249371290206909,7010,0.2,-0.20484429597854614,2.134648561477661,0.1435333251953125,0.017423939,,,-34.99960155487061,,,0.01709122769534588,788.8,12642.460634303094
-0.0199926471686922,710,0.0003,23265280,0.9306929111480713,7090,0.2,-0.20731386542320251,2.1652095317840576,0.1503082275390625,0.019722432,11071.202582480002,705.24,-35.25105876922608,2992,7774,0.0208932769484818,,
-0.019529125280678274,720,0.0003,23592960,0.9179025888442993,7190,0.2,-0.2075757533311844,2.199418067932129,0.1485626220703125,0.01934976,11075.28163667,705.39,-35.49218978881836,3034,7775,0.01842249184846878,,
-0.02024674474960193,730,0.0003,23920640,0.9214103817939758,7290,0.2,-0.2095528393983841,2.232628345489502,0.153082275390625,0.020393994,10381.86279609,660.87,-35.69605598449707,3075,7777,0.020717633422464132,,
-0.02064556693949271,,0.0003,24000000,0.9250534176826477,7320,0.2,-0.20963355898857117,2.2442474365234375,0.1464569091796875,0.018864758,,,-35.77023334503174,,,0.02133039152249694,953.0,14970.558687114715
-0.02073839567019604,740,0.0003,24248320,0.9213541746139526,7390,0.2,-0.21037030220031738,2.266136407852173,0.151263427734375,0.02017897,11313.814453260002,717.63,-35.929050254821775,3119,7773,0.022207611240446568,,
-0.02047717901878059,750,0.0003,24576000,0.9224151968955994,7490,0.2,-0.21105530858039856,2.3049299716949463,0.1511993408203125,0.018869732,10325.956918799999,654.32,-36.19493713378906,3160,7775,0.024597166292369365,,
-0.019824413786409423,760,0.0003,24903680,0.9304658770561218,7590,0.2,-0.21231025457382202,2.3475210666656494,0.1450408935546875,0.018547643,10927.56181886,694.02,-36.47626571655273,3202,7776,0.01994528342038393,,
-0.02048842879012227,,0.0003,25000000,0.9220408201217651,7620,0.2,-0.21316665410995483,2.359736680984497,0.15657958984375,0.020100564,,,-36.53905715942383,,,0.02678225692361593,886.2,13996.070066082477
-0.01962070642330218,770,0.0003,25231360,0.8980578184127808,7690,0.2,-0.21237735450267792,2.388366222381592,0.152838134765625,0.019733336,11923.60691043,753.13,-36.737429809570315,3245,7773,0.02591905752196908,,
-0.019771025958471,780,0.0003,25559040,0.9184832572937012,7790,0.2,-0.21507495641708374,2.430177688598633,0.152166748046875,0.019498263,12180.21642471,770.85,-36.978922080993655,3287,7775,0.016018643882125615,,
-0.020405677112285046,790,0.0003,25886720,0.9312204718589783,7890,0.2,-0.21803128719329834,2.4683678150177,0.1431884765625,0.017899815,11631.826433719998,736.95,-37.20923557281494,3328,7777,0.01910084653645754,,
-0.019971780572086574,,0.0003,26000000,0.8996174335479736,7930,0.2,-0.2182152271270752,2.486560106277466,0.14129638671875,0.018813679,,,-37.32868270874023,,,0.01716947858221829,1000.0,16164.372118186951
-0.02045594536466524,800,0.0003,26214400,0.9211874604225159,7990,0.2,-0.21847040951251984,2.523470163345337,0.1424224853515625,0.019947771,11192.25820204,706.85,-37.53724250793457,3372,7773,0.019565407559275626,,
-0.01926061306730844,810,0.0003,26542080,0.9101832509040833,8090,0.2,-0.21741078794002533,2.5624501705169678,0.1495849609375,0.019160949,11444.456556050001,720.56,-37.79237594604492,3413,7775,0.015258172713220119,,
-0.019548514601774515,820,0.0003,26869760,0.9182963967323303,8190,0.2,-0.22001004219055176,2.611076831817627,0.143011474609375,0.018615212,11448.3122467,717.54,-38.0865873336792,3454,7777,0.021109302714467048,,
-0.02035009897663258,,0.0003,27000000,0.9238016605377197,8230,0.2,-0.21995340287685394,2.62380051612854,0.1442718505859375,0.019438736,,,-38.154709053039554,,,0.0285791739821434,976.6,15997.735171985627
-0.019361029018182308,830,0.0003,27197440,0.9052731990814209,8290,0.2,-0.22130891680717468,2.652757406234741,0.15242919921875,0.01852617,11070.07068546,694.07,-38.32545623779297,3498,7774,0.01803455064073205,,
-0.019848186359740793,840,0.0003,27525120,0.9246547818183899,8390,0.2,-0.22372858226299286,2.7023870944976807,0.148492431640625,0.018036807,11732.076433560002,735.24,-38.61531562805176,3539,7776,0.019802203774452208,,
-0.019337879566592164,850,0.0003,27852800,0.9091055989265442,8490,0.2,-0.2234075665473938,2.742067575454712,0.1540679931640625,0.019432485,10812.33935213,677.3,-38.83700962066651,3580,7778,0.022790464013814925,,
-0.02032353759277612,,0.0003,28000000,0.9062250256538391,8540,0.2,-0.22532284259796143,2.759781837463379,0.1610931396484375,0.020154752,,,-38.93898448944092,,,0.0212042186409235,1000.0,16274.32668056488
-0.019231033424148336,860,0.0003,28180480,0.9142627120018005,8590,0.2,-0.22374968230724335,2.787698984146118,0.145977783203125,0.019671902,10558.214368719999,661.03,-39.073853492736816,3624,7775,0.023199530225247143,,
-0.019589817535597832,870,0.0003,28508160,0.9157261848449707,8690,0.2,-0.22546273469924927,2.8479902744293213,0.154327392578125,0.020136375,11135.61902603,695.85,-39.355268478393555,3665,7777,0.020010552555322646,,
-0.019195736653637142,880,0.0003,28835840,0.888067901134491,8790,0.2,-0.2281602919101715,2.9014689922332764,0.138946533203125,0.018239453,11683.912477139998,728.06,-39.642984771728514,3706,7779,0.02249696375802159,,
-0.019230438978411257,,0.0003,29000000,0.9177292585372925,8850,0.2,-0.22932156920433044,2.925187349319458,0.14493408203125,0.018068874,,,-39.797125053405765,,,0.020736805628985167,1000.0,16394.203980469705
-0.019521985843311995,890,0.0003,29163520,0.9223238229751587,8890,0.2,-0.22990337014198303,2.9520657062530518,0.1452880859375,0.018877663,11449.408809290002,714.25,-39.937018966674806,3750,7776,0.018477473547682165,,
-0.019354917784221472,900,0.0003,29491200,0.921977162361145,8990,0.2,-0.23054994642734528,3.002768039703369,0.148199462890625,0.018302174,11904.821714530002,739.6,-40.20573062896729,3791,7778,0.023649892862886192,,
-0.01981199705041945,910,0.0003,29818880,0.9056196212768555,9090,0.2,-0.23161500692367554,3.0544259548187256,0.1488922119140625,0.019024227,10926.138824770002,677.7,-40.48014030456543,3832,7780,0.023194154258817434,,
-0.018051293259486557,,0.0003,30000000,0.8902705907821655,9150,0.2,-0.2288883775472641,3.0900137424468994,0.1442596435546875,0.016968679,,,-40.67960262298584,,,0.028952771704643963,967.2,16009.92744050026
