time/episodes,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/ent_coef,train/n_updates,train/ent_coef_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
4560,1768,4748.48985614,715,959.4,1266440,0.0016071348218247294,8.331640128744766e-05,157054,6.854300022125244,0.0003,-3.1345720291137695,,
4570,1768,4678.178398460001,721,957.57,1276104,0.003442837158218026,8.184435137081891e-05,158262,-3.7707271575927734,0.0003,-3.179386615753174,,
4580,1768,4608.53732742,726,950.63,1285696,0.001092820893973112,7.811668911017478e-05,159461,8.098169326782227,0.0003,-3.1808953285217285,,
4590,1768,4500.924766280001,731,933.86,1294256,0.001260346733033657,7.817376899765804e-05,160531,26.56641960144043,0.0003,-3.1845576763153076,,
4600,1768,4446.82067152,736,921.86,1302256,0.0015113771660253406,7.767571514705196e-05,161531,4.525885581970215,0.0003,-3.167356014251709,,
4610,1768,4403.60038827,741,919.38,1310928,0.0020348974503576756,7.322424062294886e-05,162615,11.668304443359375,0.0003,-3.1767306327819824,,
4620,1768,4371.68447763,746,912.37,1321000,0.0007554148323833942,7.683881267439574e-05,163874,-5.528644561767578,0.0003,-3.2208898067474365,,
4630,1768,4199.852500179999,750,880.26,1326704,0.001655931817367673,7.442545756930485e-05,164587,5.792878150939941,0.0003,-3.199180841445923,,
4640,1768,4045.4223666700004,754,856.71,1334432,0.0011734638828784227,7.694991654716432e-05,165553,-17.601383209228516,0.0003,-3.2111363410949707,,
4650,1768,3983.8599075800007,758,843.42,1341752,0.0014839916257187724,7.586905121570453e-05,166468,3.736325740814209,0.0003,-3.2155027389526367,,
4660,1768,4021.9991486300005,763,832.67,1349984,0.001084591611288488,8.116717071970925e-05,167497,-8.010475158691406,0.0003,-3.240062713623047,,
4670,1768,4057.91391518,768,828.08,1359184,0.001432920340448618,7.905997335910797e-05,168647,24.711265563964844,0.0003,-3.2313385009765625,,
4680,1768,4071.5962050400003,773,822.84,1368328,0.0008091822965070605,8.116894605336711e-05,169790,-19.406578063964844,0.0003,-3.2713282108306885,,
4690,1768,4053.02955316,778,821.61,1376344,0.0021468184422701597,8.183092722902074e-05,170792,-15.492246627807617,0.0003,-3.232915163040161,,
4700,1768,4101.464274039999,783,833.62,1385016,0.0016047616954892874,8.717746823094785e-05,171876,8.460102081298828,0.0003,-3.2467689514160156,,
4710,1768,4108.193398400001,787,830.7,1393072,0.0011886033462360501,7.977143104653805e-05,172883,8.163233757019043,0.0003,-3.2679576873779297,,
4720,1768,4012.95806521,792,816.0,1402016,0.0021717166528105736,8.068751048995182e-05,174001,15.983952522277832,0.0003,-3.284472942352295,,
4730,1768,4177.62544188,797,845.19,1410736,0.0013895939337089658,7.826978253433481e-05,175091,27.504913330078125,0.0003,-3.3013293743133545,,
4740,1768,4315.41518768,803,866.67,1422008,0.001595472451299429,7.916158938314766e-05,176500,7.240811824798584,0.0003,-3.311577796936035,,
4750,1768,4431.91039403,809,890.37,1431448,0.0012722339015454054,8.356323814950883e-05,177680,1.4617178440093994,0.0003,-3.2891006469726562,,
4760,1768,4399.46352882,813,886.62,1438416,0.0006652948795817792,8.240913302870467e-05,178551,-22.980384826660156,0.0003,-3.3396029472351074,,
4770,1768,4234.919673060001,817,859.92,1446416,0.0010986130218952894,7.526692934334278e-05,179551,13.829181671142578,0.0003,-3.3155152797698975,,
4780,1768,4116.57137862,821,843.55,1452560,0.0016124548856168985,7.614442438352853e-05,180319,-7.182730197906494,0.0003,-3.3172945976257324,,
4790,1768,4010.8625241900004,824,826.36,1458984,0.0012806972954422235,7.496069883927703e-05,181122,6.987923622131348,0.0003,-3.319746971130371,,
4800,1768,3919.2877323000007,829,813.69,1467312,0.0008450029417872429,7.845272193662822e-05,182163,-9.001307487487793,0.0003,-3.369945526123047,,
4810,1768,3864.9419808300004,834,807.91,1476712,0.0007767071365378797,7.758598803775385e-05,183338,0.27050304412841797,0.0003,-3.348630666732788,,
4820,1768,4006.8964601000002,839,833.39,1485696,0.0012051351368427277,7.785935304127634e-05,184461,-3.532125473022461,0.0003,-3.3859946727752686,,
4830,1769,3983.2307028099995,844,836.31,1494656,0.0012301721144467592,8.439712837571278e-05,185581,-11.515703201293945,0.0003,-3.353407382965088,,
4840,1769,3964.8778859199997,850,840.85,1504744,0.0007799593731760979,7.613382331328467e-05,186842,-8.329375267028809,0.0003,-3.367844581604004,,
4850,1769,3874.32263687,854,819.55,1511928,0.0013404362834990025,7.776472921250388e-05,187740,-4.288806915283203,0.0003,-3.41024112701416,,
4860,1769,3902.31197376,859,830.35,1520640,0.0011866569984704256,7.033703877823427e-05,188829,4.905613899230957,0.0003,-3.4070241451263428,,
4870,1769,3945.6988958,863,838.78,1528640,0.0007076285546645522,6.78595679346472e-05,189829,7.045233726501465,0.0003,-3.3983147144317627,,
4880,1769,4067.79513157,869,856.43,1538560,0.0012443485902622342,6.643911910941824e-05,191069,-8.352372169494629,0.0003,-3.4010860919952393,,
4890,1769,4217.11989172,874,874.87,1546560,0.0013051541754975915,7.391363033093512e-05,192069,4.656533241271973,0.0003,-3.3383829593658447,,
4900,1769,4293.71156607,879,890.16,1555352,0.0019872498232871294,7.364133489318192e-05,193168,3.0816309452056885,0.0003,-3.3883419036865234,,
4910,1769,4302.058972770001,884,891.47,1564160,0.0011839764192700386,7.414724677801132e-05,194269,8.383901596069336,0.0003,-3.396327018737793,,
4920,1768,4258.81827873,890,892.98,1575608,0.0009997377637773752,8.175463881343603e-05,195700,-1.6112103462219238,0.0003,-3.419239044189453,,
4930,1768,4222.62594131,895,882.22,1583720,0.0018430198542773724,7.804848428349942e-05,196714,-14.712638854980469,0.0003,-3.4280052185058594,,
4940,1768,4010.28020771,896,830.7,1586192,0.0017013171454891562,7.999342051334679e-05,197023,13.530522346496582,0.0003,-3.396158218383789,,
4950,1768,4056.89136251,903,840.3,1597408,0.0011504387948662043,7.166407885961235e-05,198425,-14.047229766845703,0.0003,-3.442378044128418,,
4960,1768,3978.56716606,905,820.63,1602192,0.0008665747591294348,7.174832717282698e-05,199023,0.5268460512161255,0.0003,-3.4248805046081543,,
4970,1768,3971.90517649,910,817.33,1610480,0.0014963637804612517,7.684739102842286e-05,200059,22.880422592163086,0.0003,-3.4131968021392822,,
4980,1768,3967.17656838,915,815.37,1619352,0.0013525123940780759,7.295788964256644e-05,201168,7.669669151306152,0.0003,-3.4534544944763184,,
4990,1768,3978.4290904700006,920,824.1,1627944,0.0007728917989879847,7.507452392019331e-05,202242,1.0118407011032104,0.0003,-3.4516239166259766,,
5000,1768,4029.7356033399997,927,821.13,1639968,0.0017035823548212647,7.099309732438996e-05,203745,8.891173362731934,0.0003,-3.46420955657959,,
5010,1768,4010.9890059000004,930,811.73,1645152,0.0012226556427776814,6.982409104239196e-05,204393,-2.573676586151123,0.0003,-3.4543585777282715,,
5020,1768,3985.8240488300003,935,794.79,1655576,0.0006408521439880133,6.832602230133489e-05,205696,-3.175046443939209,0.0003,-3.439255714416504,,
5030,1768,4048.46078785,940,798.99,1664096,0.0010435017757117748,6.923751789145172e-05,206761,-5.261751174926758,0.0003,-3.4751949310302734,,
5040,1768,4185.28758937,945,818.36,1671600,0.0008306025993078947,7.33462002244778e-05,207699,-13.435511589050293,0.0003,-3.4750678539276123,,
5050,1768,4291.54338637,950,826.49,1680480,0.001401103800162673,7.421006739605218e-05,208809,-4.726727485656738,0.0003,-3.4488439559936523,,
5060,1768,4465.99147611,954,851.26,1688984,0.001641572336666286,7.213693606900051e-05,209872,14.94432258605957,0.0003,-3.428727626800537,,
5070,1768,4563.37794331,959,863.31,1697048,0.0008028106531128287,7.591327448608354e-05,210880,-18.071840286254883,0.0003,-3.490415334701538,,
5080,1768,4641.88268738,964,874.93,1705528,0.0016190216410905123,7.041556818876415e-05,211940,1.8930222988128662,0.0003,-3.3901171684265137,,
5090,1768,4736.1336885,971,882.95,1718872,0.001410426339134574,7.36498404876329e-05,213608,28.549842834472656,0.0003,-3.4633662700653076,,
5100,1768,4692.16619289,976,875.92,1726872,0.0014648548094555736,7.080357318045571e-05,214608,7.806900501251221,0.0003,-3.4210050106048584,,
5110,1768,4796.278235239999,981,895.19,1736480,0.0018156140577048063,7.279963756445795e-05,215809,-11.783788681030273,0.0003,-3.504291534423828,,
5120,1768,4829.84462714,986,904.76,1745048,0.0008181112352758646,7.867930253269151e-05,216880,-10.457752227783203,0.0003,-3.487865447998047,,
5130,1768,4746.529429349999,991,902.2,1753528,0.001271125627681613,7.204082066891715e-05,217940,-3.20810866355896,0.0003,-3.469707489013672,,
5140,1768,4857.70706785,996,930.92,1762808,0.0007031939458101988,7.421672489726916e-05,219100,2.9374513626098633,0.0003,-3.495114326477051,,
5150,1768,4852.63512911,1001,930.81,1772120,0.0032724395859986544,7.438260217895731e-05,220264,-3.2405362129211426,0.0003,-3.4878978729248047,,
5160,1768,4893.05357857,1008,933.94,1783632,0.0008826194098219275,6.945900531718507e-05,221703,14.82382583618164,0.0003,-3.4955649375915527,,
5170,1769,4905.38498929,1012,942.52,1791992,0.0016305895987898111,6.72058085910976e-05,222748,-3.7715582847595215,0.0003,-3.5049047470092773,,
5180,1769,4857.76686132,1017,931.92,1800272,0.0013961696531623602,7.276396354427561e-05,223783,0.13845741748809814,0.0003,-3.4784598350524902,,
5190,1769,4795.94873584,1022,923.49,1809528,0.0022100438363850117,6.804744043620303e-05,224940,-3.8885748386383057,0.0003,-3.4869632720947266,,
5200,1770,4800.62108759,1027,923.79,1818040,0.0014539252733811736,7.083220407366753e-05,226004,11.524306297302246,0.0003,-3.4824776649475098,,
5210,1770,4584.11498514,1031,886.94,1825520,0.0004469867853913456,7.123385148588568e-05,226939,-17.89171028137207,0.0003,-3.525506019592285,,
5220,1770,4530.888579720001,1035,880.53,1833592,0.002494889311492443,7.271976937772706e-05,227948,9.07751178741455,0.0003,-3.4654746055603027,,
5230,1770,4604.133275440001,1040,877.01,1841784,0.0012808579485863447,7.006322266533971e-05,228972,11.673567771911621,0.0003,-3.4431312084198,,
5240,1770,4616.228991429999,1045,872.58,1850544,0.0011343072401359677,7.544983236584812e-05,230067,9.47977066040039,0.0003,-3.485569953918457,,
5250,1770,4606.936159899999,1050,874.98,1860120,0.0010482328943908215,7.205318979686126e-05,231264,-11.37123966217041,0.0003,-3.480454206466675,,
5260,1770,4542.9933974099995,1055,867.05,1868360,0.0011336406460031867,7.462880603270605e-05,232294,-0.6004629135131836,0.0003,-3.5036330223083496,,
5270,1770,4614.78189373,1061,875.26,1879280,0.0013316611293703318,7.89114274084568e-05,233659,-11.730372428894043,0.0003,-3.523375988006592,,
5280,1771,4619.3426461,1065,876.34,1887768,0.0011551105417311192,7.678907422814518e-05,234720,-8.73521614074707,0.0003,-3.5201282501220703,,
5290,1771,4643.938514230001,1071,878.11,1897360,0.0010627801530063152,8.008327131392434e-05,235919,-8.422529220581055,0.0003,-3.505500078201294,,
5300,1771,4659.01906092,1075,888.53,1905624,0.0007444849470630288,7.839692989364266e-05,236952,-11.755319595336914,0.0003,-3.5115807056427,,
5310,1771,4832.03955576,1081,914.21,1915136,0.0013233162462711334,8.007050928426906e-05,238141,-3.5730819702148438,0.0003,-3.5151047706604004,,
5320,1771,4991.748338900001,1087,929.75,1926984,0.0012824563309550285,7.92399951023981e-05,239622,-17.164329528808594,0.0003,-3.52864670753479,,
5330,1771,5053.49102273,1092,942.39,1935768,0.0010419429745525122,7.7486751251854e-05,240720,-5.185846328735352,0.0003,-3.5488638877868652,,
5340,1772,5083.6659555900005,1097,950.96,1945624,0.0013278560945764184,7.445691153407097e-05,241952,-4.489704132080078,0.0003,-3.5342354774475098,,
5350,1772,5033.18880699,1102,936.77,1953624,0.0010059450287371874,7.287229527719319e-05,242952,-0.016207218170166016,0.0003,-3.5112662315368652,,
5360,1772,5030.987708860001,1106,932.92,1961624,0.001216703443787992,7.386000652331859e-05,243952,4.778771877288818,0.0003,-3.5261330604553223,,
5370,1772,4925.202896420001,1111,910.13,1969584,0.0005575546529144049,8.006112329894677e-05,244947,-15.356203079223633,0.0003,-3.5376977920532227,,
5380,1772,4949.898831750001,1116,912.29,1978424,0.0013415508437901735,7.474946323782206e-05,246052,-3.8987951278686523,0.0003,-3.5121724605560303,,
5390,1772,5005.79008706,1122,918.95,1990272,0.0017057918012142181,7.108665158739313e-05,247533,-14.09281063079834,0.0003,-3.565603494644165,,
5400,1773,4989.82039454,1127,909.0,1998272,0.0016710038762539625,7.231816562125459e-05,248533,3.8682446479797363,0.0003,-3.5080838203430176,,
,,,,,2000000,0.0009174089645966887,7.2259281296283e-05,248749,0.8259305953979492,0.0003,-3.527116298675537,1000.0,5732.889775943756
5410,1769,4993.653485819999,1134,911.85,2007672,0.0008816306944936514,7.183863635873422e-05,249708,-14.747488021850586,0.0003,-3.5516974925994873,,
5420,1769,4953.242677249999,1140,911.85,2017088,0.0015578664606437087,7.242382707772776e-05,250885,12.15833854675293,0.0003,-3.5218935012817383,,
5430,1769,4923.646337849999,1145,911.85,2026424,0.0010548708960413933,7.260819984367117e-05,252052,15.516475677490234,0.0003,-3.5142993927001953,,
5440,1769,4860.20138329,1149,903.49,2034744,0.0015368600143119693,7.387592631857842e-05,253092,2.9538991451263428,0.0003,-3.4835457801818848,,
5450,1770,4929.20676631,1156,923.64,2046272,0.0009015349205583334,7.393823761958629e-05,254533,18.845359802246094,0.0003,-3.5421700477600098,,
5460,1770,4936.6243916,1161,933.58,2055672,0.0008595651597715914,6.880138971609995e-05,255708,-4.213084697723389,0.0003,-3.533881902694702,,
5470,1770,4982.8035049,1165,947.0,2063472,0.0004457857576198876,7.033879228401929e-05,256683,-26.614925384521484,0.0003,-3.5810794830322266,,
5480,1770,4908.84324715,1171,936.27,2074136,0.001440132036805153,7.169661694206297e-05,258016,1.3281731605529785,0.0003,-3.5163016319274902,,
5490,1770,4908.280443909999,1176,936.27,2082928,0.0010480661876499653,7.256383105413988e-05,259115,4.733695983886719,0.0003,-3.5420565605163574,,
5500,1771,4944.92123158,1180,942.99,2091480,0.0012030024081468582,7.507810369133949e-05,260184,-21.634475708007812,0.0003,-3.575090169906616,,
5510,1771,4998.505644790001,1187,950.77,2102272,0.0013833062257617712,7.502098742406815e-05,261533,7.267531394958496,0.0003,-3.530824661254883,,
5520,1771,5047.507508410001,1192,950.68,2112560,0.0020576969254761934,7.358784205280244e-05,262819,17.43034553527832,0.0003,-3.552990436553955,,
5530,1771,4938.6617358799995,1195,924.69,2118272,0.0018388931639492512,7.463050860678777e-05,263533,-14.031791687011719,0.0003,-3.545815944671631,,
5540,1771,4988.4044847899995,1202,929.56,2129704,0.0011878004297614098,7.603521225973964e-05,264962,-5.974861145019531,0.0003,-3.538867712020874,,
5550,1771,5004.094395350001,1207,928.68,2139800,0.0008502267301082611,7.672780338907614e-05,266224,-16.84505271911621,0.0003,-3.5590662956237793,,
5560,1771,4875.9898246699995,1211,897.81,2146744,0.0006995696458034217,8.547524339519441e-05,267092,-11.570575714111328,0.0003,-3.569471836090088,,
5570,1771,4725.14603479,1213,869.14,2150424,0.001990491058677435,9.385810699313879e-05,267552,4.799434661865234,0.0003,-3.548880100250244,,
5580,1771,4446.431413690001,1215,816.93,2153256,0.001857544295489788,0.00010514546011108905,267906,-10.468997955322266,0.0003,-3.5856618881225586,,
5590,1771,4028.0689055800003,1216,745.04,2154736,0.0041666883043944836,0.00011160263238707557,268091,50.94053649902344,0.0003,-3.5642800331115723,,
5600,1771,3599.6384169,1216,665.91,2155440,0.0012486237101256847,0.00011620464647421613,268179,10.383522033691406,0.0003,-3.596954822540283,,
5610,1771,3101.03436114,1217,576.14,2156800,0.002009101677685976,0.00012230586435180157,268349,26.415788650512695,0.0003,-3.580444097518921,,
5620,1771,2574.0515172200003,1217,485.68,2157416,0.001713746227324009,0.00012573324784170836,268426,34.09391403198242,0.0003,-3.547452449798584,,
5630,1771,2197.1036052,1218,418.67,2158416,0.002771640196442604,0.00013347344065550715,268551,39.898399353027344,0.0003,-3.6152563095092773,,
5640,1771,1718.5462822400002,1218,330.29,2159088,0.002540190704166889,0.00014030543388798833,268635,81.02932739257812,0.0003,-3.5573248863220215,,
5650,1771,1258.25605463,1219,243.96,2160288,0.0032070395536720753,0.00015324611740652472,268785,63.5519905090332,0.0003,-3.631528854370117,,
5660,1771,942.87343951,1220,189.97,2161656,0.004528407007455826,0.00016704114386811852,268956,58.94342803955078,0.0003,-3.6027302742004395,,
5670,1771,677.4860794300001,1220,139.87,2162944,0.005037127062678337,0.00018052206723950803,269117,76.22655487060547,0.0003,-3.6918020248413086,,
5680,1771,602.29341972,1221,127.24,2164760,0.004397195298224688,0.0002022171684075147,269344,88.77884674072266,0.0003,-3.721811294555664,,
5690,1771,534.2355088099998,1222,114.37,2165832,0.004592034034430981,0.0002152237284462899,269478,86.92015838623047,0.0003,-3.7425613403320312,,
5700,1771,537.3577408099999,1223,115.22,2167416,0.00586294662207365,0.00023549141769763082,269676,87.57860565185547,0.0003,-3.784235954284668,,
5710,1771,547.53088407,1223,117.31,2168536,0.005645567551255226,0.00025151314912363887,269816,130.0981903076172,0.0003,-3.9168057441711426,,
5720,1771,573.81531102,1224,122.85,2169816,0.006765011698007584,0.0002721505588851869,269976,123.60503387451172,0.0003,-3.924278974533081,,
5730,1771,602.4429494100001,1225,128.86,2171264,0.009336397051811218,0.00029640577849932015,270157,163.16983032226562,0.0003,-4.058887481689453,,
5740,1771,624.4780867799999,1226,133.83,2172704,0.010462811216711998,0.0003209859714843333,270337,143.41001892089844,0.0003,-4.1184539794921875,,
5750,1771,630.1433987799999,1226,135.4,2173704,0.013951173983514309,0.0003389031335245818,270462,192.64132690429688,0.0003,-4.220125675201416,,
5760,1771,625.36519631,1227,134.98,2175000,0.014302615076303482,0.0003633360902313143,270624,181.9917755126953,0.0003,-4.477367401123047,,
5770,1771,615.6107789499999,1228,133.94,2175896,0.014972586184740067,0.00037973327562212944,270736,184.37615966796875,0.0003,-4.576063632965088,,
5780,1771,569.9457861200001,1228,126.11,2176720,0.01579311490058899,0.000395684182876721,270839,179.51690673828125,0.0003,-4.670807361602783,,
5790,1771,532.01763475,1228,119.45,2177448,0.016326310113072395,0.0004094690957572311,270930,175.94229125976562,0.0003,-4.59320592880249,,
5800,1771,500.5360952,1229,113.88,2178456,0.02116122841835022,0.00042923123692162335,271056,173.733154296875,0.0003,-4.822754859924316,,
5810,1771,477.1979187499999,1229,109.72,2179120,0.022787023335695267,0.00044231899664737284,271139,175.89535522460938,0.0003,-4.818828582763672,,
5820,1771,436.33085381000006,1230,101.87,2179776,0.024113578721880913,0.0004550522135104984,271221,181.28518676757812,0.0003,-5.005605697631836,,
5830,1771,403.88434943,1230,95.69,2180664,0.025638088583946228,0.00047315735719166696,271332,180.32144165039062,0.0003,-5.063122749328613,,
5840,1771,381.11073481000005,1231,91.21,2181448,0.027817238122224808,0.0004894274170510471,271430,170.83013916015625,0.0003,-5.132477760314941,,
5850,1771,348.93876724,1231,84.52,2182280,0.026634540408849716,0.0005061577539891005,271534,157.90577697753906,0.0003,-5.437737464904785,,
5860,1771,338.03898706000007,1232,82.08,2183072,0.026049453765153885,0.0005223038606345654,271633,165.4613494873047,0.0003,-5.491430282592773,,
5870,1771,342.55721765999994,1232,82.93,2184400,0.04314561188220978,0.0005502821877598763,271799,171.58544921875,0.0003,-5.65147590637207,,
5880,1771,356.12708189999995,1233,85.78,2185344,0.035890527069568634,0.000570592179428786,271917,152.02899169921875,0.0003,-5.834488868713379,,
5890,1771,377.51970189,1234,90.06,2186856,0.036021869629621506,0.0006031956290826201,272106,126.99114990234375,0.0003,-5.936765670776367,,
5900,1771,402.5475968999999,1235,95.24,2188496,0.03367292881011963,0.0006404862506315112,272311,136.72979736328125,0.0003,-6.325794219970703,,
5910,1771,434.37535833000004,1235,101.89,2189408,0.038754284381866455,0.0006619730265811086,272425,140.30201721191406,0.0003,-6.342910289764404,,
5920,1771,452.49602573,1236,105.67,2190632,0.03643214702606201,0.0006917947321198881,272578,147.14108276367188,0.0003,-6.5606536865234375,,
5930,1771,477.0466561799999,1236,110.75,2191720,0.0441807396709919,0.0007188452291302383,272714,131.27944946289062,0.0003,-6.74617862701416,,
5940,1771,488.57803118000004,1237,113.2,2192864,0.05834590643644333,0.0007482757209800184,272857,135.00367736816406,0.0003,-6.71173620223999,,
5950,1771,492.87310345,1238,113.96,2193680,0.054971013218164444,0.0007699953857809305,272959,126.37400817871094,0.0003,-6.89596700668335,,
5960,1771,491.03717877999986,1238,113.32,2194664,0.04506302624940872,0.0007950660074129701,273082,132.03216552734375,0.0003,-7.202467918395996,,
5970,1771,478.5608087600001,1239,110.6,2195472,0.0583081915974617,0.0008166296756826341,273183,117.3482666015625,0.0003,-7.293395042419434,,
5980,1771,466.0000499099999,1239,107.67,2195992,0.0489075630903244,0.0008300468325614929,273248,127.93466186523438,0.0003,-7.2698445320129395,,
5990,1771,436.5588488900001,1239,100.93,2196592,0.0639660656452179,0.0008463453850708902,273323,115.72502136230469,0.0003,-7.246478080749512,,
6000,1771,411.90911652,1240,95.27,2197440,0.0576377809047699,0.0008691663388162851,273429,104.75160217285156,0.0003,-7.631784439086914,,
6010,1771,376.27472456000004,1240,87.1,2197944,0.050848014652729034,0.0008822166128084064,273492,102.96248626708984,0.0003,-7.456588268280029,,
6020,1771,358.04260725,1240,82.64,2198680,0.05334741622209549,0.0009013699600473046,273584,88.07585144042969,0.0003,-7.965752124786377,,
6030,1771,337.50049089,1241,77.89,2199592,0.064406618475914,0.0009257483761757612,273698,99.30746459960938,0.0003,-7.800548553466797,,
6040,1771,333.32468838999995,1242,76.35,2200608,0.055143583565950394,0.0009544013300910592,273825,97.25033569335938,0.0003,-8.022443771362305,,
6050,1771,341.43380683000004,1242,77.79,2201680,0.0473858118057251,0.0009847114561125636,273959,82.03112030029297,0.0003,-8.358231544494629,,
6060,1771,365.55390143000005,1243,82.69,2203352,0.06800667196512222,0.0010298446286469698,274168,67.13451385498047,0.0003,-8.231096267700195,,
6070,1771,425.9729696,1244,96.61,2205544,0.0720999538898468,0.0010893931612372398,274442,65.81515502929688,0.0003,-8.513509750366211,,
6080,1771,470.2249072100001,1246,106.26,2208584,0.06997986882925034,0.0011715565342456102,274822,56.201847076416016,0.0003,-8.539770126342773,,
6090,1772,619.67605245,1250,166.07,2215792,0.06750506162643433,0.0013556041521951556,275723,36.964813232421875,0.0003,-9.18394660949707,,
6100,1772,909.2727795599999,1255,250.7,2225448,0.0537966787815094,0.0015402486314997077,276930,-6.03245735168457,0.0003,-9.56090259552002,,
6110,1772,1235.59458977,1260,327.47,2233448,0.06870539486408234,0.0015611117705702782,277930,-1.833969235420227,0.0003,-9.425561904907227,,
6120,1772,1603.6673229699998,1266,421.01,2244768,0.04090576618909836,0.0013816360151395202,279345,5.4871721267700195,0.0003,-9.712347030639648,,
6130,1772,1961.7510557399999,1272,511.68,2254472,0.03292395919561386,0.0011940825497731566,280558,1.3918293714523315,0.0003,-9.622467041015625,,
6140,1772,2359.6824973000003,1277,602.15,2263632,0.04263047128915787,0.001072488259524107,281703,-4.370407581329346,0.0003,-9.5330171585083,,
6150,1772,2750.3997190399996,1282,692.28,2273448,0.03323082625865936,0.0009398377733305097,282930,-3.06565260887146,0.0003,-9.468329429626465,,
6160,1772,3117.79485209,1288,779.35,2284768,0.027543790638446808,0.0007726206677034497,284345,-1.6833165884017944,0.0003,-9.403270721435547,,
6170,1773,3443.7995707800005,1294,856.48,2294472,0.03405556082725525,0.0007022431236691773,285558,-8.26140308380127,0.0003,-9.055757522583008,,
6180,1773,3848.19239532,1299,938.91,2303632,0.038348861038684845,0.0006262947572395205,286703,1.043385624885559,0.0003,-8.94186782836914,,
6190,1773,4206.06840766,1304,972.98,2313448,0.019564557820558548,0.000545716960914433,287930,8.874076843261719,0.0003,-8.38390064239502,,
6200,1773,4422.70589129,1310,980.7,2324768,0.020077800378203392,0.0004632975033018738,289345,1.576409935951233,0.0003,-8.170939445495605,,
6210,1773,4600.20009905,1316,997.83,2334472,0.013106344267725945,0.0004079125646967441,290558,12.869219779968262,0.0003,-8.108613967895508,,
6220,1773,4724.73239558,1321,997.83,2343632,0.0227119792252779,0.00036641565384343266,291703,-1.6417369842529297,0.0003,-7.9389238357543945,,
6230,1773,4854.96345535,1325,992.21,2351704,0.012270487844944,0.00031515632872469723,292712,3.34352707862854,0.0003,-7.723883628845215,,
6240,1773,4967.36875021,1332,992.21,2363216,0.009014787152409554,0.0002620133454911411,294151,-2.2360358238220215,0.0003,-7.401808261871338,,
6250,1773,4971.775755690001,1336,976.22,2371216,0.004693127237260342,0.00022521916253026575,295151,-23.025327682495117,0.0003,-7.393802642822266,,
6260,1774,5088.145040129999,1342,976.22,2382552,0.009746629744768143,0.0001959670044016093,296568,22.49340057373047,0.0003,-6.992461204528809,,
6270,1774,5152.63875819,1347,976.22,2391208,0.00917011871933937,0.0001897550537250936,297650,12.851027488708496,0.0003,-6.737083911895752,,
6280,1774,5173.167970019999,1352,976.22,2399704,0.005136948544532061,0.00017249355732928962,298712,-13.307685852050781,0.0003,-6.7840375900268555,,
6290,1774,5082.006977710001,1358,968.76,2409688,0.005890117958188057,0.00013331405352801085,299960,9.8585205078125,0.0003,-6.431941986083984,,
6300,1774,5090.8138729,1365,968.76,2422472,0.004094759002327919,0.0001155309219029732,301558,-17.94336700439453,0.0003,-6.249595642089844,,
6310,1774,5014.758732480001,1369,957.28,2430520,0.008030732162296772,0.00012326324940659106,302564,14.708441734313965,0.0003,-6.207310676574707,,
6320,1774,5003.760514969999,1374,957.28,2439208,0.003262605518102646,0.00011308769171591848,303650,5.788534164428711,0.0003,-6.111385822296143,,
6330,1774,5060.8449971,1379,965.07,2448584,0.002535338746383786,9.68677704804577e-05,304822,-14.48802375793457,0.0003,-5.945305347442627,,
6340,1774,4928.59828274,1384,948.41,2456584,0.0018939059227705002,9.90363914752379e-05,305822,-2.228766918182373,0.0003,-5.7837114334106445,,
6350,1774,4821.773174069999,1388,943.64,2464872,0.002992135239765048,0.00010341715824324638,306858,-25.727502822875977,0.0003,-5.751814842224121,,
6360,1775,4738.211412169999,1394,941.17,2476136,0.0030446243472397327,9.45628562476486e-05,308266,23.57073211669922,0.0003,-5.502254009246826,,
6370,1775,4643.10239113,1398,921.0,2482304,0.0016536313341930509,9.520759340375662e-05,309037,-1.9278833866119385,0.0003,-5.597416400909424,,
6380,1775,4646.30526697,1403,909.56,2492384,0.003249875735491514,9.550795948598534e-05,310297,7.425577163696289,0.0003,-5.298061370849609,,
6390,1775,4755.951395620001,1409,913.8,2503208,0.002614803845062852,0.00010007889068219811,311650,6.003509521484375,0.0003,-5.2171101570129395,,
6400,1775,4733.01117596,1414,910.28,2511400,0.0025768675841391087,0.00010312769882148132,312674,-12.98165225982666,0.0003,-5.175209045410156,,
6410,1775,4481.40651288,1416,861.08,2515688,0.003369513899087906,0.00010061440843855962,313210,3.619386911392212,0.0003,-5.13572883605957,,
6420,1775,4207.36403941,1418,806.74,2519400,0.0024244021624326706,0.00011525184527272359,313674,-3.836862802505493,0.0003,-5.080240249633789,,
6430,1775,3729.5020575600006,1420,727.02,2521776,0.0020883148536086082,0.00012207619147375226,313971,-4.577661514282227,0.0003,-5.11737060546875,,
6440,1775,3622.0546965400004,1423,703.54,2528168,0.0020798221230506897,0.00011717167944880202,314770,-24.34927749633789,0.0003,-5.035751819610596,,
6450,1775,3762.04653059,1428,711.76,2536856,0.004213451407849789,0.00011665232887025923,315856,-1.6836602687835693,0.0003,-4.8547563552856445,,
6460,1775,3695.3493931299995,1432,690.72,2544200,0.002411837223917246,0.00011346286919433624,316774,24.313217163085938,0.0003,-4.87105655670166,,
