time/episodes,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/ent_coef,train/n_updates,train/ent_coef_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
970,2379,290.65398955000006,12,60.39,30016,4.32182502746582,0.4761376976966858,2501,-19.890995025634766,0.0003,-71.41612243652344,,
980,2361,300.0271935900001,12,62.28,30688,3.871872901916504,0.46469587087631226,2585,-20.571989059448242,0.0003,-70.17395782470703,,
990,2341,305.61457033000005,13,63.5,31512,4.626117706298828,0.45105671882629395,2688,-20.840438842773438,0.0003,-69.78829956054688,,
1000,2325,307.89898318,13,64.33,32112,4.050678253173828,0.4413963854312897,2763,-21.683969497680664,0.0003,-73.2660140991211,,
1010,2310,308.48102014000006,14,64.52,32592,3.4371652603149414,0.433804452419281,2823,-22.00516700744629,0.0003,-72.66799926757812,,
1020,2290,309.21553485000004,14,65.03,33376,3.9857780933380127,0.42168888449668884,2921,-22.565631866455078,0.0003,-75.12451171875,,
1030,2278,305.09844846,14,64.19,33912,4.377240180969238,0.4135799705982208,2988,-23.138526916503906,0.0003,-74.53662109375,,
1040,2266,304.38912136000005,15,64.26,34584,4.570250511169434,0.4036369323730469,3072,-23.518495559692383,0.0003,-74.88507080078125,,
1050,2252,300.9633661,15,63.94,35248,4.522767066955566,0.3940648138523102,3155,-24.481658935546875,0.0003,-77.32135009765625,,
1060,2234,301.94711993000004,16,64.3,35896,5.034343242645264,0.38492298126220703,3236,-24.784225463867188,0.0003,-74.9046630859375,,
1070,2213,302.79991305,16,64.64,36696,4.237855434417725,0.37390434741973877,3336,-25.321399688720703,0.0003,-79.56658935546875,,
1080,2203,306.81564476,16,65.49,37336,6.910798072814941,0.36533406376838684,3416,-26.113414764404297,0.0003,-76.41361999511719,,
1090,2192,309.76194863999996,17,66.0,37952,3.5342884063720703,0.3572534918785095,3493,-26.805587768554688,0.0003,-77.92799377441406,,
1100,2177,310.08862211,17,66.03,38760,4.15737247467041,0.3469142019748688,3594,-27.14015769958496,0.0003,-79.45269775390625,,
1110,2168,312.81300396,18,66.55,39344,5.277111053466797,0.3396297097206116,3667,-27.46925163269043,0.0003,-76.11837768554688,,
1120,2152,314.48936671,18,66.91,40032,3.5587539672851562,0.33125799894332886,3753,-27.91393280029297,0.0003,-77.24699401855469,,
1130,2143,311.50419079,18,66.58,40608,4.417961120605469,0.3243985176086426,3825,-28.457473754882812,0.0003,-75.29215240478516,,
1140,2135,312.65088957000006,19,66.78,41368,3.9644179344177246,0.31554579734802246,3920,-29.292346954345703,0.0003,-76.50259399414062,,
1150,2127,320.33228227,19,67.88,42008,3.8201537132263184,0.30828484892845154,4000,-30.191280364990234,0.0003,-78.43360900878906,,
1160,2115,319.25954205,20,67.45,42656,4.962949275970459,0.30109453201293945,4081,-30.523902893066406,0.0003,-79.51065826416016,,
1170,2105,326.16813286,20,68.99,43384,3.820260763168335,0.29320982098579407,4172,-31.636089324951172,0.0003,-82.39695739746094,,
1180,2095,328.41587662000006,21,69.22,44312,3.533031463623047,0.2834562063217163,4288,-31.75775146484375,0.0003,-79.84624481201172,,
1190,2090,327.06067737,21,68.92,44872,3.8639578819274902,0.2777220904827118,4358,-32.49769592285156,0.0003,-79.98128509521484,,
1200,2085,325.10626096,21,68.41,45448,4.762145519256592,0.27193787693977356,4430,-32.97657775878906,0.0003,-80.60151672363281,,
1210,2078,324.31015622,22,67.98,46080,4.442339897155762,0.2657243311405182,4509,-33.11052703857422,0.0003,-79.02468872070312,,
1220,2070,323.14892634000006,22,67.66,46808,4.660329341888428,0.25876492261886597,4600,-34.28477096557617,0.0003,-78.33045959472656,,
1230,2065,326.93507996,22,68.01,47392,3.9346201419830322,0.2533155381679535,4673,-34.423011779785156,0.0003,-80.24224090576172,,
1240,2057,326.18905644,23,67.74,48048,3.2736353874206543,0.24734582006931305,4755,-34.85879135131836,0.0003,-79.38346862792969,,
1250,2051,321.15100903999996,23,66.8,48728,3.220820903778076,0.24132102727890015,4840,-35.498634338378906,0.0003,-84.50851440429688,,
1260,2046,322.29008790999995,24,67.01,49296,3.7120141983032227,0.2363676279783249,4911,-35.376319885253906,0.0003,-77.49832153320312,,
1270,2038,315.85694883,24,65.23,50072,3.119217872619629,0.22977854311466217,5008,-36.90596389770508,0.0003,-78.78873443603516,,
1280,2032,311.74533964,24,64.55,50712,3.815063953399658,0.22447608411312103,5088,-36.896881103515625,0.0003,-79.5577392578125,,
1290,2028,311.44976254,25,64.59,51288,3.6403274536132812,0.21981528401374817,5160,-37.02223205566406,0.0003,-81.29238891601562,,
1300,2020,318.84451155000005,25,66.1,52120,3.8022608757019043,0.21325011551380157,5264,-38.26656723022461,0.0003,-79.63839721679688,,
1310,2011,321.02935009,26,66.41,52832,4.6288957595825195,0.20779256522655487,5353,-38.59065246582031,0.0003,-76.36309814453125,,
1320,2006,322.65896026999997,26,66.4,53440,3.29811429977417,0.203226238489151,5429,-38.72077941894531,0.0003,-79.60769653320312,,
1330,2001,324.00646404,27,66.82,54192,2.7996373176574707,0.19775134325027466,5523,-39.34556198120117,0.0003,-77.79214477539062,,
1340,1996,327.47775108999997,27,67.58,54784,4.248665809631348,0.19354288280010223,5597,-39.39836502075195,0.0003,-77.23982238769531,,
1350,1990,329.06347597,27,68.01,55536,4.161290168762207,0.18831011652946472,5691,-40.214168548583984,0.0003,-73.09040069580078,,
1360,1986,330.37147846000005,28,68.4,56144,3.6763036251068115,0.18419158458709717,5767,-40.47552490234375,0.0003,-79.2265625,,
1370,1982,335.30796331000005,28,69.94,57000,3.138193130493164,0.17854580283164978,5874,-42.29950714111328,0.0003,-77.83544921875,,
1380,1977,341.77372277,29,71.03,57824,4.517106056213379,0.17328587174415588,5977,-41.52569580078125,0.0003,-72.62483978271484,,
1390,1973,348.46669939,29,72.2,58736,3.3083930015563965,0.16764219105243683,6091,-42.07004928588867,0.0003,-72.24507141113281,,
1400,1969,350.17519577,30,72.49,59416,4.19273567199707,0.16357459127902985,6176,-42.64799499511719,0.0003,-77.81808471679688,,
1410,1966,353.85853341,30,73.69,60032,3.0362629890441895,0.15996356308460236,6253,-44.199920654296875,0.0003,-78.62359619140625,,
1420,1960,361.05836007000005,31,75.19,61096,3.142888307571411,0.15390972793102264,6386,-43.727783203125,0.0003,-75.22278594970703,,
1430,1956,366.60855227,31,76.43,61672,3.43813419342041,0.15072277188301086,6458,-44.42779541015625,0.0003,-78.3541488647461,,
1440,1953,369.8161799399999,31,77.2,62472,2.947465419769287,0.14642104506492615,6558,-45.27410888671875,0.0003,-73.57310485839844,,
1450,1949,369.4804200600001,32,77.12,63224,2.9376115798950195,0.14249584078788757,6652,-45.698177337646484,0.0003,-75.46910095214844,,
1460,1946,373.38069332999993,32,77.92,63888,4.0303850173950195,0.13912063837051392,6735,-45.302581787109375,0.0003,-72.92112731933594,,
1470,1939,370.59027635999996,33,77.21,64760,3.182476282119751,0.13480758666992188,6844,-46.798912048339844,0.0003,-74.17878723144531,,
1480,1936,363.28864,33,76.05,65368,4.185817718505859,0.1318618506193161,6920,-46.55755615234375,0.0003,-73.12538146972656,,
1490,1933,357.70892068999996,34,75.52,66192,3.501514434814453,0.12797954678535461,7023,-46.11302185058594,0.0003,-69.24739074707031,,
1500,1929,354.24721014000005,34,75.16,66920,3.5202627182006836,0.12465541809797287,7114,-48.63602828979492,0.0003,-72.27178955078125,,
1510,1927,350.07658465000003,34,74.09,67408,3.709481716156006,0.12247279286384583,7175,-48.805809020996094,0.0003,-72.57464599609375,,
1520,1922,344.06211605,35,73.12,68448,3.847353458404541,0.11795828491449356,7305,-48.88219451904297,0.0003,-69.59883880615234,,
1530,1918,344.6948847499999,35,73.43,69056,2.801222801208496,0.11539486050605774,7381,-48.774803161621094,0.0003,-73.22603607177734,,
1540,1914,340.66656898,36,72.55,70016,3.35758113861084,0.11144242435693741,7501,-48.88641357421875,0.0003,-71.86859893798828,,
1550,1910,350.3659177200001,37,74.83,70768,2.518728733062744,0.10847380757331848,7595,-49.131195068359375,0.0003,-69.73599243164062,,
1560,1907,346.4305427400001,37,74.47,71464,3.838611602783203,0.10580937564373016,7682,-50.42414855957031,0.0003,-70.38459014892578,,
1570,1904,348.68189022999996,37,75.01,72296,3.755080461502075,0.10269533097743988,7786,-50.958343505859375,0.0003,-73.45732879638672,,
1580,1902,349.28338112000006,38,75.06,72984,3.3519091606140137,0.10019499808549881,7872,-49.92430114746094,0.0003,-68.08636474609375,,
1590,1899,360.25484106,38,77.47,73848,3.118671178817749,0.09712737798690796,7980,-51.30486297607422,0.0003,-66.06495666503906,,
1600,1896,361.68228652000005,39,77.86,74688,3.503889799118042,0.09426327794790268,8085,-50.374168395996094,0.0003,-68.76441192626953,,
1610,1893,365.11430548,39,79.39,75568,3.630516529083252,0.09136669337749481,8195,-50.994171142578125,0.0003,-70.18656158447266,,
1620,1891,368.70144699,40,80.56,76328,3.175065040588379,0.08893946558237076,8290,-52.423187255859375,0.0003,-71.95355987548828,,
1630,1887,366.50408802000004,40,80.31,77224,3.3537917137145996,0.0861625224351883,8402,-50.741920471191406,0.0003,-68.22216796875,,
1640,1885,366.7734259199999,41,80.97,77856,3.3339171409606934,0.08426224440336227,8481,-52.92040252685547,0.0003,-63.68646240234375,,
1650,1883,359.51822393000003,41,80.12,78720,3.4976558685302734,0.08170686662197113,8589,-52.339256286621094,0.0003,-64.90746307373047,,
1660,1881,358.81812164,42,79.83,79352,3.249007225036621,0.07991501688957214,8668,-53.20726013183594,0.0003,-65.98963928222656,,
1670,1878,357.43099098,42,79.26,80224,3.552295684814453,0.07751588523387909,8777,-53.814048767089844,0.0003,-65.38059997558594,,
1680,1877,359.06880054,43,79.84,80800,2.8531088829040527,0.07595749199390411,8849,-54.57661437988281,0.0003,-60.98184585571289,,
1690,1875,355.87745543000005,43,78.99,81768,3.4580509662628174,0.07340769469738007,8970,-53.25414276123047,0.0003,-65.04518127441406,,
1700,1874,357.76057079,43,79.02,82488,3.0441346168518066,0.07157135009765625,9060,-52.57152557373047,0.0003,-62.23063659667969,,
1710,1873,359.28024941,44,78.97,83480,2.782186985015869,0.06913380324840546,9184,-54.235660552978516,0.0003,-61.739768981933594,,
1720,1871,364.74562383999995,45,80.01,84488,3.631246566772461,0.06674914062023163,9310,-55.16474914550781,0.0003,-63.15711975097656,,
1730,1869,369.81513379000006,45,80.56,85104,3.0851175785064697,0.06534484773874283,9387,-52.79621505737305,0.0003,-62.11005401611328,,
1740,1867,374.6242694300001,46,81.2,86288,3.3842380046844482,0.06272844970226288,9535,-54.68840026855469,0.0003,-59.64537048339844,,
1750,1864,386.09978610999997,46,82.4,87040,3.441812515258789,0.061119940131902695,9629,-55.97632598876953,0.0003,-63.01319122314453,,
1760,1860,390.41363236000007,47,83.46,87936,3.056694507598877,0.05924651026725769,9741,-53.215553283691406,0.0003,-56.81132507324219,,
1770,1859,393.5124207,47,84.22,88584,2.472654342651367,0.05792950466275215,9822,-57.36896896362305,0.0003,-61.87529373168945,,
1780,1858,396.32689612,48,84.59,89504,2.8635056018829346,0.05609270557761192,9937,-55.358497619628906,0.0003,-56.16061782836914,,
1790,1856,394.27594248,48,83.91,90232,3.192826747894287,0.05468757078051567,10028,-54.51327133178711,0.0003,-58.59900665283203,,
1800,1854,394.97821588000005,49,84.14,91120,2.9234812259674072,0.05302295833826065,10139,-55.42765426635742,0.0003,-56.57847213745117,,
1810,1853,397.59371324,49,84.82,91912,3.4501848220825195,0.0516001358628273,10238,-52.90184783935547,0.0003,-57.441383361816406,,
1820,1851,393.4752182099999,50,84.05,92712,3.3207030296325684,0.050194449722766876,10338,-54.350196838378906,0.0003,-54.57999038696289,,
1830,1849,388.63887785,50,83.42,93632,3.5904898643493652,0.04863065481185913,10453,-55.72838592529297,0.0003,-57.03142547607422,,
1840,1848,398.83667119999996,51,85.53,94672,2.776515245437622,0.04692491516470909,10583,-53.913299560546875,0.0003,-56.60621643066406,,
1850,1847,391.6110801399999,51,84.7,95576,3.0322256088256836,0.04551107436418533,10696,-55.15226745605469,0.0003,-53.1944580078125,,
1860,1846,395.79261047999995,52,85.35,96336,2.9925503730773926,0.04433450475335121,10791,-53.24396514892578,0.0003,-52.691864013671875,,
1870,1846,391.90691842,52,84.75,97048,3.1623659133911133,0.04327700659632683,10880,-55.893470764160156,0.0003,-52.68988800048828,,
1880,1845,387.25155050000006,52,84.47,97712,2.896789789199829,0.04232406243681908,10963,-54.55261993408203,0.0003,-50.29337692260742,,
1890,1844,386.05043983000013,53,84.76,98520,3.5168509483337402,0.041192978620529175,11064,-51.3363151550293,0.0003,-50.839683532714844,,
1900,1842,386.0116896899999,54,85.3,99568,3.530183792114258,0.03978728502988815,11195,-53.17103576660156,0.0003,-54.1215705871582,,
1910,1840,379.07245689,54,83.88,100312,3.63838267326355,0.03882016986608505,11288,-48.88091278076172,0.0003,-52.049461364746094,,
1920,1839,372.29414726999994,54,82.68,101040,2.5535149574279785,0.0378914512693882,11379,-51.80263900756836,0.0003,-52.03541564941406,,
1930,1838,365.9639939299999,55,81.22,101560,2.8296101093292236,0.0372605137526989,11444,-52.267547607421875,0.0003,-51.09580993652344,,
1940,1837,346.41398735999996,55,77.44,102320,3.189727783203125,0.036331187933683395,11539,-49.43585205078125,0.0003,-50.2423095703125,,
1950,1835,346.01925673000005,56,77.58,103288,2.9520363807678223,0.03520065173506737,11660,-49.186767578125,0.0003,-49.32471466064453,,
1960,1835,336.63044226,56,76.12,103968,3.339273452758789,0.03442247956991196,11745,-49.36407470703125,0.0003,-45.73015594482422,,
1970,1834,339.41548364999994,57,77.15,104776,2.9437851905822754,0.03351258486509323,11846,-50.80012130737305,0.0003,-50.7524299621582,,
1980,1833,342.82366583999993,57,78.08,105680,3.9123637676239014,0.032535433769226074,11959,-51.58063507080078,0.0003,-46.83222961425781,,
1990,1832,341.36891656000006,58,77.72,106424,3.0912914276123047,0.03173524886369705,12052,-49.65800857543945,0.0003,-48.88999557495117,,
2000,1832,349.76366300999996,58,79.55,107464,3.882175922393799,0.030662832781672478,12182,-50.22601318359375,0.0003,-45.18518829345703,,
2010,1831,353.68393371999997,59,80.34,108312,3.222296714782715,0.029839958995580673,12288,-51.30664825439453,0.0003,-45.79082489013672,,
2020,1830,355.73266013999984,59,80.51,109176,3.839646816253662,0.029038650915026665,12396,-48.38112258911133,0.0003,-41.680694580078125,,
2030,1829,360.25869057999995,60,82.0,109888,3.277845859527588,0.028394320979714394,12485,-46.362327575683594,0.0003,-40.285118103027344,,
2040,1829,365.95753021,60,83.27,110736,3.3069329261779785,0.0276250671595335,12591,-46.885719299316406,0.0003,-45.77447509765625,,
2050,1828,367.11725473999996,60,83.35,111528,3.249906063079834,0.026934746652841568,12690,-44.909149169921875,0.0003,-44.57557678222656,,
2060,1827,369.35276461,61,83.92,112416,4.081550598144531,0.026173414662480354,12801,-44.13772964477539,0.0003,-45.06642532348633,,
2070,1826,371.54573960999994,61,84.14,113256,3.0346789360046387,0.025483394041657448,12906,-52.34390640258789,0.0003,-44.37318801879883,,
2080,1826,372.2096042799999,62,83.97,114224,3.3734588623046875,0.024705441668629646,13027,-39.316917419433594,0.0003,-43.45175552368164,,
2090,1826,375.4462862600001,62,84.33,114840,3.2635884284973145,0.024244224652647972,13104,-49.18509292602539,0.0003,-45.614707946777344,,
2100,1825,369.4126683299999,63,83.0,115800,3.65102481842041,0.023517729714512825,13224,-40.45577621459961,0.0003,-42.69976043701172,,
2110,1824,380.50459271999995,64,85.11,116936,3.1519064903259277,0.022684652358293533,13366,-43.15789794921875,0.0003,-42.159732818603516,,
2120,1824,388.98492953,64,86.64,117744,3.71296763420105,0.022117340937256813,13467,-42.4670295715332,0.0003,-40.52927780151367,,
2130,1824,395.38700149,65,87.18,118608,2.665529727935791,0.02154497615993023,13575,-45.261741638183594,0.0003,-41.99723815917969,,
2140,1824,402.2803683899999,65,87.98,119728,3.343675136566162,0.020797178149223328,13715,-37.99274444580078,0.0003,-43.1346435546875,,
2150,1823,410.75232685,66,89.74,120632,4.532063007354736,0.020203588530421257,13828,-33.51091766357422,0.0003,-34.55654525756836,,
2160,1822,418.70808765000004,66,91.29,121624,3.0089292526245117,0.019596248865127563,13952,-42.70965576171875,0.0003,-36.848060607910156,,
2170,1822,421.83672705000004,67,92.17,122528,4.017658233642578,0.019069544970989227,14065,-32.027862548828125,0.0003,-39.613197326660156,,
2180,1822,433.89150350000006,67,94.56,123560,3.3573660850524902,0.018497372046113014,14194,-38.934844970703125,0.0003,-41.18135070800781,,
2190,1821,433.7817327000001,68,94.64,124384,3.191134452819824,0.018079524859786034,14297,-36.36691665649414,0.0003,-37.06148910522461,,
2200,1821,426.88514362999996,68,92.81,125168,2.832496166229248,0.017664670944213867,14395,-42.94439697265625,0.0003,-41.542510986328125,,
2210,1820,419.36448602,69,91.35,126112,3.1705427169799805,0.017187681049108505,14513,-41.10022735595703,0.0003,-35.900047302246094,,
2220,1820,416.5893472,69,90.69,126776,3.1269664764404297,0.016857821494340897,14596,-37.02360916137695,0.0003,-37.027687072753906,,
2230,1819,416.4509091399999,70,90.95,127720,3.083772659301758,0.01642080396413803,14714,-32.425174713134766,0.0003,-34.362083435058594,,
2240,1817,421.3704608599999,70,92.28,128784,3.7124881744384766,0.015953609719872475,14847,-31.966922760009766,0.0003,-39.16058349609375,,
2250,1816,410.2571669999999,71,89.54,129456,3.2048604488372803,0.01565377786755562,14931,-33.569427490234375,0.0003,-34.11280822753906,,
2260,1815,410.40590747999994,71,89.36,130416,3.0400919914245605,0.015244688838720322,15051,-29.409454345703125,0.0003,-31.32398223876953,,
2270,1815,410.81787275999994,72,88.79,131328,4.128238677978516,0.014860178343951702,15165,-19.7882080078125,0.0003,-36.46492004394531,,
