rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/total_timesteps,time/fps,rollout/ep_len_mean,train/ent_coef_loss,train/n_updates,train/ent_coef,train/learning_rate,train/critic_loss,train/actor_loss,eval/mean_ep_length,eval/mean_reward
555.1677872800001,121,3630,207144,1701,91.42,-5.726555347442627,24642,0.003186382818967104,0.0003,0.295534610748291,-7.937007427215576,,
549.1120627300002,122,3640,208072,1700,91.59,-6.766617774963379,24758,0.0031256137881428003,0.0003,0.36071768403053284,-6.495407581329346,,
545.95925149,122,3650,209080,1700,91.28,-5.773931980133057,24884,0.0030673230066895485,0.0003,0.29565244913101196,-7.723289489746094,,
556.45998521,123,3660,210392,1699,93.2,7.237369537353516,25048,0.003033476183190942,0.0003,0.3401217460632324,-7.8209452629089355,,
562.14316024,124,3670,211280,1699,94.47,-3.516753673553467,25159,0.003021675394847989,0.0003,0.3853623867034912,-6.5517191886901855,,
582.49544613,124,3680,212256,1699,97.27,0.32332444190979004,25281,0.002984688151627779,0.0003,0.3763861060142517,-7.265606880187988,,
587.60218274,125,3690,213528,1699,97.94,8.248302459716797,25440,0.0029547468293458223,0.0003,0.28047335147857666,-7.839447975158691,,
613.7450949999999,126,3700,214496,1698,100.54,1.7935919761657715,25561,0.00290590594522655,0.0003,0.28084272146224976,-7.153431415557861,,
623.53876719,126,3710,215224,1698,101.17,-5.666958808898926,25652,0.002947868313640356,0.0003,0.27252650260925293,-6.014892578125,,
615.2606032,127,3720,216280,1698,99.37,-11.83880615234375,25784,0.002925781300291419,0.0003,0.2793239951133728,-7.239989280700684,,
610.21617504,128,3730,217384,1698,98.54,-2.3067708015441895,25922,0.002847204217687249,0.0003,0.27875566482543945,-6.275284767150879,,
634.87421809,128,3740,218224,1697,101.42,-5.566469669342041,26027,0.0028176787309348583,0.0003,0.28306031227111816,-7.334637641906738,,
634.65512742,129,3750,219304,1697,100.97,2.6163723468780518,26162,0.0027535520493984222,0.0003,0.2754093408584595,-6.233447074890137,,
622.2049732,129,3760,220040,1697,98.85,-12.94688892364502,26254,0.0027052436489611864,0.0003,0.2566358745098114,-6.42172908782959,,
613.57017453,130,3770,221192,1697,97.05,-2.8197765350341797,26398,0.002653660951182246,0.0003,0.2773386240005493,-6.435975551605225,,
615.1514366099999,130,3780,222008,1696,97.39,-6.176312446594238,26500,0.0026206932961940765,0.0003,0.21499183773994446,-5.8719892501831055,,
607.19669684,131,3790,222976,1696,96.32,-1.220064401626587,26621,0.0025895535945892334,0.0003,0.22446703910827637,-6.402423858642578,,
600.1148057400001,132,3800,224128,1696,96.31,-8.993549346923828,26765,0.0025537912733852863,0.0003,0.27255088090896606,-5.655326843261719,,
612.04959631,132,3810,225280,1696,98.69,2.6557705402374268,26909,0.0025482710916548967,0.0003,0.2171711027622223,-6.351126670837402,,
648.5203425399999,133,3820,226664,1695,102.65,1.3414692878723145,27082,0.002519656904041767,0.0003,0.24385160207748413,-6.344364166259766,,
667.76853699,134,3830,227864,1695,105.29,3.7785332202911377,27232,0.0025051156990230083,0.0003,0.2625994086265564,-5.78433895111084,,
658.9586521699999,134,3840,228648,1695,103.19,8.046900749206543,27330,0.002496792934834957,0.0003,0.2147674262523651,-6.109956741333008,,
679.83820277,135,3850,230112,1694,106.08,-5.067910194396973,27513,0.0024360709358006716,0.0003,0.17221277952194214,-5.546098232269287,,
710.4595514400003,136,3860,232048,1693,112.06,-4.6890411376953125,27755,0.002364588901400566,0.0003,0.18185342848300934,-6.01441764831543,,
759.9925342899998,138,3870,234008,1692,120.48,6.725436210632324,28000,0.0023137861862778664,0.0003,0.2875560522079468,-5.944828510284424,,
810.1182743099998,138,3880,235176,1692,129.54,-6.6010284423828125,28146,0.0023066357243806124,0.0003,0.18644212186336517,-5.784040451049805,,
837.3470409199998,139,3890,236320,1692,133.59,-4.090078353881836,28289,0.002262825146317482,0.0003,0.18449796736240387,-5.907557487487793,,
862.49385821,140,3900,237600,1692,135.78,-4.850439548492432,28449,0.002241145819425583,0.0003,0.17184820771217346,-5.854282379150391,,
879.9874675700003,141,3910,238952,1692,137.52,-1.3160147666931152,28618,0.0022262618876993656,0.0003,0.18042436242103577,-4.943962097167969,,
887.6768132599999,142,3920,240312,1691,138.51,0.5620774030685425,28788,0.002186143770813942,0.0003,0.17905481159687042,-5.259344100952148,,
935.14627196,143,3930,243288,1691,145.77,12.847675323486328,29160,0.0020832547452300787,0.0003,0.16495563089847565,-5.1759257316589355,,
996.4133515500001,144,3940,244432,1690,156.24,3.4458484649658203,29303,0.0020871334709227085,0.0003,0.16650837659835815,-5.26158332824707,,
1034.3769797000002,146,3950,247136,1689,161.93,-1.4849696159362793,29641,0.002037102123722434,0.0003,0.13889923691749573,-5.151536464691162,,
1135.66903047,147,3960,249872,1689,178.24,-1.5150597095489502,29983,0.0019699863623827696,0.0003,0.15902447700500488,-4.698424339294434,,
1164.1153973299997,149,3970,252632,1687,182.93,-12.552640914916992,30328,0.001919166767038405,0.0003,0.12242503464221954,-4.577585220336914,,
1249.72330339,151,3980,254976,1688,197.06,2.704000949859619,30621,0.0018948795041069388,0.0003,0.13457614183425903,-4.60907506942749,,
1289.47067417,152,3990,257936,1688,204.22,5.251651763916016,30991,0.0018572016851976514,0.0003,0.14856281876564026,-4.716684341430664,,
1294.02610818,153,4000,258864,1688,208.26,0.8553934097290039,31107,0.0018379749963060021,0.0003,0.14803403615951538,-4.886153221130371,,
1364.6127037,155,4010,261880,1687,220.78,8.624921798706055,31484,0.0017766538076102734,0.0003,0.12386515736579895,-4.683570861816406,,
1440.7971147199999,157,4020,264928,1687,234.14,2.636817216873169,31865,0.0017668342916294932,0.0003,0.12140139192342758,-4.269282341003418,,
1476.4805545099998,158,4030,267504,1686,240.61,-0.8702877759933472,32187,0.001726680202409625,0.0003,0.09381536394357681,-4.228757858276367,,
1514.07706431,160,4040,270264,1686,247.15,-4.88472843170166,32532,0.001715551014058292,0.0003,0.09350624680519104,-3.921865463256836,,
1581.1638307,161,4050,272624,1686,258.06,-1.1953074932098389,32827,0.0016906136879697442,0.0003,0.0744025707244873,-4.461656093597412,,
1533.2764807600001,163,4060,274976,1686,250.07,-2.449655532836914,33121,0.0016374390106648207,0.0003,0.10447230935096741,-4.339839935302734,,
1532.93072174,163,4070,276496,1686,248.67,-1.0964984893798828,33311,0.0016213484341278672,0.0003,0.10547767579555511,-3.923243522644043,,
1492.2823879100001,165,4080,279592,1686,240.29,1.3826000690460205,33698,0.0015771392500028014,0.0003,0.09122747927904129,-4.623976707458496,,
1580.62259094,168,4090,284640,1686,254.71,-1.098488450050354,34329,0.00149381288792938,0.0003,0.10792863368988037,-4.038760185241699,,
1695.0516057399998,170,4100,287184,1686,271.61,1.7521798610687256,34647,0.0015008863992989063,0.0003,0.07832345366477966,-4.140552520751953,,
1838.4006420600003,173,4110,292072,1687,294.79,-11.738649368286133,35258,0.0014548518229275942,0.0003,0.07735565304756165,-3.9094138145446777,,
1906.4349094000002,175,4120,296992,1687,305.58,-3.9764115810394287,35873,0.0014025474665686488,0.0003,0.07314185798168182,-3.70419979095459,,
2101.2553304999997,178,4130,301376,1686,338.74,-4.481823921203613,36421,0.0014074789360165596,0.0003,0.07355369627475739,-3.553560256958008,,
2210.7266748099996,181,4140,305640,1686,356.23,4.236093997955322,36954,0.0013502136571332812,0.0003,0.07613544911146164,-4.407593727111816,,
2172.30752575,182,4150,308576,1686,350.6,-1.4179773330688477,37321,0.0013106483966112137,0.0003,0.06420578807592392,-3.8504819869995117,,
2206.77359283,184,4160,311336,1685,356.17,-2.6667089462280273,37666,0.0012729325098916888,0.0003,0.06616660952568054,-4.173861503601074,,
2342.6478928,186,4170,315024,1685,379.45,1.1009421348571777,38127,0.0012442630250006914,0.0003,0.05620905011892319,-3.749901294708252,,
2593.3622751099992,193,4180,325472,1684,422.93,0.9429818391799927,39433,0.0012036027619615197,0.0003,0.04275999218225479,-3.5743963718414307,,
2982.2766933100006,198,4190,333840,1684,492.09,-4.534908294677734,40479,0.0011257275473326445,0.0003,0.04526633769273758,-3.7400052547454834,,
3342.30965734,204,4200,344464,1683,562.32,-4.716968059539795,41807,0.0010474693262949586,0.0003,0.036897316575050354,-3.4719653129577637,,
3685.46112456,213,4210,359648,1681,635.48,10.898762702941895,43705,0.0010163004044443369,0.0003,0.027843400835990906,-3.1911239624023438,,
4979.72340395,239,4220,402120,1678,913.48,14.641132354736328,49014,0.0008211428066715598,0.0003,0.018962562084197998,-3.500814437866211,,
6241.338906040002,257,4230,432408,1676,1180.96,-2.4609603881835938,52800,0.0007221544510684907,0.0003,0.019531842321157455,-3.245204448699951,,
7352.227663320002,272,4240,457136,1676,1432.37,-6.426773548126221,55891,0.0006255330517888069,0.0003,0.014489291235804558,-3.2864999771118164,,
7719.3277442,280,4250,470008,1675,1507.74,7.325918197631836,57500,0.0005994857638143003,0.0003,0.016600919887423515,-2.958594799041748,,
8751.19490909,293,4260,491656,1674,1712.33,2.597602367401123,60206,0.0005276788142509758,0.0003,0.013235567137598991,-2.956061601638794,,
8607.85015873,295,4270,493984,1674,1691.85,-10.077589988708496,60497,0.0005205417983233929,0.0003,0.012902408838272095,-2.9598007202148438,,
8339.9870148,296,4280,496016,1673,1647.48,-13.159980773925781,60751,0.0005217945436015725,0.0003,0.010909568518400192,-2.9253103733062744,,
7910.970781280001,297,4290,497312,1673,1573.81,-0.8447703123092651,60913,0.0005145820905454457,0.0003,0.012658116407692432,-2.939671277999878,,
7737.96902318,298,4300,498952,1673,1540.33,-3.5296518802642822,61118,0.0005190056981518865,0.0003,0.01296147145330906,-3.01855206489563,,
7138.4218716099995,298,4310,499864,1673,1426.66,-5.007989406585693,61232,0.0005126382457092404,0.0003,0.014574315398931503,-2.7891201972961426,,
5663.60937923,299,4320,501040,1673,1120.25,-4.034702301025391,61379,0.0005010641762055457,0.0003,0.009673863649368286,-3.0103297233581543,,
4279.05131645,299,4330,502000,1673,835.73,-5.450507640838623,61499,0.0004973206087015569,0.0003,0.010545896366238594,-2.8647232055664062,,
2946.94452766,300,4340,503792,1673,548.85,-18.264265060424805,61723,0.0004987954744137824,0.0003,0.00878426618874073,-3.0194451808929443,,
2650.0590171,307,4350,514808,1673,488.02,2.7001733779907227,63100,0.00046625034883618355,0.0003,0.010138347744941711,-2.9151597023010254,,
2300.56245574,322,4360,538448,1671,420.93,10.999761581420898,66055,0.0004210614424664527,0.0003,0.008614912629127502,-2.6260616779327393,,
3884.2598987,338,4370,565328,1669,723.99,-2.7772741317749023,69415,0.0003767898597288877,0.0003,0.008246596902608871,-2.5891523361206055,,
4750.203843849999,352,4380,588320,1669,886.25,13.325165748596191,72289,0.00035198789555579424,0.0003,0.005826212931424379,-2.545145034790039,,
5137.39997044,354,4390,592160,1668,956.34,7.174415588378906,72769,0.0003465522895567119,0.0003,0.0067403363063931465,-2.626657247543335,,
5073.87661541,356,4400,594960,1668,943.57,3.6338658332824707,73119,0.0003413583035580814,0.0003,0.007960543036460876,-2.497117280960083,,
6417.83963051,371,4410,619064,1668,1173.78,-14.26534652709961,76132,0.00031029482488520443,0.0003,0.006038455292582512,-2.507794141769409,,
7459.678216750001,383,4420,639632,1668,1355.45,3.7762954235076904,78703,0.00030460936250165105,0.0003,0.004851361736655235,-2.4342312812805176,,
8125.31161164,393,4430,656936,1669,1461.5,6.178284168243408,80866,0.00029205792816355824,0.0003,0.005160408094525337,-2.3788766860961914,,
8989.775113089998,410,4440,684280,1666,1605.42,-9.958246231079102,84284,0.0002727244864217937,0.0003,0.005332714878022671,-2.3968429565429688,,
10542.99889377,424,4450,706984,1664,1886.07,-2.176828145980835,87122,0.00026502402033656836,0.0003,0.0045791007578372955,-2.3625986576080322,,
10897.29260122,437,4460,726744,1662,1929.09,5.82322883605957,89592,0.00027177942683920264,0.0003,0.003529882989823818,-2.270122528076172,,
9248.234462420001,441,4470,733680,1662,1613.47,12.631115913391113,90459,0.00027355257770977914,0.0003,0.004591403529047966,-2.3416805267333984,,
8830.52827652,444,4480,738248,1661,1532.93,18.121265411376953,91030,0.0002669251407496631,0.0003,0.003279763041064143,-2.4397311210632324,,
9142.638630730002,460,4490,763984,1659,1590.24,-8.309885025024414,94247,0.00025212744367308915,0.0003,0.003524892497807741,-2.374485969543457,,
10102.90707981,468,4500,776912,1658,1775.67,-9.339815139770508,95863,0.0002533574297558516,0.0003,0.004204886499792337,-2.162032127380371,,
9652.749083980001,483,4510,801320,1657,1706.14,6.593945503234863,98914,0.00025037111481651664,0.0003,0.0024372113402932882,-2.382579803466797,,
10191.46686109,494,4520,819056,1656,1813.39,-6.948172569274902,101131,0.0002490211627446115,0.0003,0.004284803755581379,-2.4145994186401367,,
10511.47398071,516,4530,855480,1656,1888.58,5.389050483703613,105684,0.00023456683265976608,0.0003,0.004142747260630131,-2.4155547618865967,,
10722.781534709999,523,4540,867824,1656,1946.45,9.150843620300293,107227,0.00023522051924373955,0.0003,0.004399274010211229,-2.4020490646362305,,
10918.49711501,543,4550,899584,1655,1981.51,3.903320074081421,111197,0.00023706354841124266,0.0003,0.0032526100985705853,-2.4761455059051514,,
10483.3689524,556,4560,921168,1655,1900.46,7.22504997253418,113895,0.00023672624956816435,0.0003,0.002755159279331565,-2.4745731353759766,,
11422.23286312,564,4570,934000,1654,2082.74,7.4100022315979,115499,0.0002392794849583879,0.0003,0.0026030954904854298,-2.4514548778533936,,
11553.86968211,581,4580,962280,1653,2133.23,6.406224250793457,119034,0.00024316561757586896,0.0003,0.0028555854223668575,-2.5566887855529785,,
12479.211616530001,599,4590,990752,1653,2312.23,4.035504341125488,122593,0.00023761062766425312,0.0003,0.0038589355535805225,-2.4814910888671875,,
,,,1000000,,,-9.947431564331055,123749,0.00024207765818573534,0.0003,0.0029675979167222977,-2.5595548152923584,4032.2,20965.995622599126
12512.45246877,622,4600,1008960,1619,2313.42,12.511964797973633,124869,0.00023616950784344226,0.0003,0.0040336428210139275,-2.4799351692199707,,
12903.142587940003,642,4610,1042280,1621,2430.99,-1.3670530319213867,129034,0.00022992727463133633,0.0003,0.003963022027164698,-2.584211587905884,,
12320.266444789997,660,4620,1072328,1622,2379.99,-11.054206848144531,132790,0.00023851331206969917,0.0003,0.0022019383031874895,-2.6585686206817627,,
12887.90641939,682,4630,1107880,1624,2562.32,-6.923426628112793,137234,0.0002343155356356874,0.0003,0.00244025606662035,-2.8119325637817383,,
12638.40068815,689,4640,1120752,1624,2525.13,8.906133651733398,138843,0.00022544566309079528,0.0003,0.001609937520697713,-2.7973666191101074,,
11552.789534270001,705,4650,1147880,1626,2345.46,4.924412727355957,142234,0.00022604200057685375,0.0003,0.0032632523216307163,-2.84677791595459,,
12042.07531094,716,4660,1165392,1627,2484.68,3.659468173980713,144423,0.00022146711125969887,0.0003,0.0015863797161728144,-2.82334566116333,,
12061.139587760003,733,4670,1194192,1627,2502.04,16.076955795288086,148023,0.00020480543025769293,0.0003,0.0018650142010301352,-2.969639778137207,,
12045.0310361,738,4680,1201648,1627,2496.83,2.16536808013916,148955,0.00020197065896354616,0.0003,0.001425813534297049,-2.943269729614258,,
10955.4285875,752,4690,1225504,1628,2308.09,-12.489065170288086,151937,0.0001983832917176187,0.0003,0.0020853127352893353,-2.9168052673339844,,
10770.863142800003,760,4700,1239352,1628,2296.69,-8.353858947753906,153668,0.00019703064754139632,0.0003,0.0010425689397379756,-3.056258201599121,,
9913.109436129998,766,4710,1248376,1628,2102.24,-5.222109317779541,154796,0.00020396572654135525,0.0003,0.0010733806993812323,-3.035465717315674,,
9818.02225774,778,4720,1267880,1628,2045.54,-23.123863220214844,157234,0.0002043564891209826,0.0003,0.0011235537240281701,-2.99430513381958,,
8619.48830262,782,4730,1274976,1628,1747.99,-3.588923931121826,158121,0.00021209201076999307,0.0003,0.0009921540040522814,-3.0802226066589355,,
8986.16230119,807,4740,1314848,1628,1848.38,3.4039998054504395,163105,0.00019549232092685997,0.0003,0.0010241413256153464,-3.074925661087036,,
8563.864076619999,807,4750,1315576,1628,1778.32,-0.45477843284606934,163196,0.00019245433213654906,0.0003,0.0017823055386543274,-3.0260400772094727,,
7525.2146468,808,4760,1316968,1629,1566.46,1.949906349182129,163370,0.00019365953630767763,0.0003,0.0014154522214084864,-3.0679354667663574,,
7328.742143459999,829,4770,1352064,1629,1520.2,9.446517944335938,167757,0.00019564096874091774,0.0003,0.00156702334061265,-2.9695115089416504,,
7090.197010959998,832,4780,1356328,1629,1471.1,-11.180124282836914,168290,0.00019777069974225014,0.0003,0.0013086064718663692,-3.0997302532196045,,
6959.37335743,833,4790,1358680,1629,1431.96,3.0781679153442383,168584,0.00019584893016144633,0.0003,0.0011030100286006927,-3.0571370124816895,,
5900.750701320001,835,4800,1361184,1629,1212.31,8.221858978271484,168897,0.00019822973990812898,0.0003,0.0009549722890369594,-3.077176094055176,,
6290.79260674,850,4810,1386664,1629,1302.51,3.6264944076538086,172082,0.00017942412523552775,0.0003,0.0010910984128713608,-3.0489611625671387,,
6421.40934594,861,4820,1404768,1629,1346.7,-2.1309428215026855,174345,0.0001763969485182315,0.0003,0.0014519873075187206,-3.0357484817504883,,
6172.077998370001,867,4830,1414752,1629,1302.17,-8.692821502685547,175593,0.0001818445889512077,0.0003,0.0011569545604288578,-3.0659799575805664,,
4996.17635753,873,4840,1423472,1630,1038.84,7.140233039855957,176683,0.0001733347453409806,0.0003,0.004702834878116846,-3.038557767868042,,
5307.428405019999,878,4850,1431408,1630,1093.86,11.78849983215332,177675,0.00017543499416206032,0.0003,0.00200386974029243,-3.0232584476470947,,
5797.02213231,884,4860,1442304,1630,1195.23,21.47246551513672,179037,0.0001748662325553596,0.0003,0.001568881212733686,-3.0147624015808105,,
5321.7222696,890,4870,1451824,1630,1095.7,17.67551040649414,180227,0.00017675766139291227,0.0003,0.0011833964381366968,-2.939260959625244,,
5438.5819488,896,4880,1462256,1630,1086.04,23.140296936035156,181531,0.0001799548335839063,0.0003,0.0017677664291113615,-2.975019693374634,,
5177.43377952,900,4890,1468064,1630,1041.29,-6.869781017303467,182257,0.00017530655895825475,0.0003,0.00119288288988173,-3.0135951042175293,,
5511.322068380001,902,4900,1471376,1630,1112.19,17.80214500427246,182671,0.00017089791072066873,0.0003,0.0009631679276935756,-2.9320037364959717,,
4959.13547346,903,4910,1473064,1631,987.58,-5.50155782699585,182882,0.00017482155817560852,0.0003,0.0012232409790158272,-2.9670138359069824,,
3929.72013588,904,4920,1475312,1631,761.26,-0.4174621105194092,183163,0.0001791573886293918,0.0003,0.0020558347459882498,-2.9083046913146973,,
3661.7057539400002,905,4930,1476584,1631,706.92,-11.233297348022461,183322,0.00018237483163829893,0.0003,0.0015851205680519342,-2.947305202484131,,
3602.3305857000005,905,4940,1477504,1631,698.67,-18.47779083251953,183437,0.00018027020269073546,0.0003,0.0013597779907286167,-3.075387954711914,,
2880.63738795,906,4950,1479256,1630,546.61,-14.186834335327148,183656,0.0001796741271391511,0.0003,0.0022573284804821014,-2.9772415161132812,,
2202.2748090699997,907,4960,1480576,1630,395.55,-2.807582378387451,183821,0.000176289671799168,0.0003,0.00140766694676131,-2.9990127086639404,,
2083.9358879200004,908,4970,1481440,1630,381.83,6.202019691467285,183929,0.00017543617286719382,0.0003,0.002352322917431593,-3.0499744415283203,,
1554.6152910599997,909,4980,1484104,1630,296.37,-3.5656657218933105,184262,0.00017871096497401595,0.0003,0.0020095640793442726,-3.0028624534606934,,
1818.5942130700005,918,4990,1498640,1630,329.99,-16.585071563720703,186079,0.00019213525229133666,0.0003,0.0015887960325926542,-3.001143455505371,,
2073.59306564,932,5000,1521696,1631,396.3,-1.2519960403442383,188961,0.00017535471124574542,0.0003,0.0012068487703800201,-2.9367871284484863,,
2475.62632367,939,5010,1532064,1631,488.38,19.719369888305664,190257,0.00016616204811725765,0.0003,0.0015993602573871613,-2.9191031455993652,,
3312.0245,947,5020,1544872,1631,648.58,-8.183858871459961,191858,0.00017092609778046608,0.0003,0.0016175671480596066,-2.896045446395874,,
3619.7895565900003,957,5030,1562640,1631,705.64,-3.912578582763672,194079,0.00015857606194913387,0.0003,0.002827433403581381,-2.874432325363159,,
4294.153639879999,959,5040,1565824,1631,858.67,-21.23629379272461,194477,0.0001596622751094401,0.0003,0.0009346744627691805,-2.9058167934417725,,
4339.208435949999,961,5050,1568736,1631,865.5,20.827821731567383,194841,0.000161326170200482,0.0003,0.0015669458080083132,-2.9709057807922363,,
5171.241839129999,973,5060,1587432,1631,1035.42,-7.680655002593994,197178,0.00016729606431908906,0.0003,0.0006585000082850456,-2.803382158279419,,
6286.21357631,989,5070,1614928,1631,1255.35,0.5159313678741455,200615,0.0001671842619543895,0.0003,0.002035905374214053,-2.907320022583008,,
6298.6259297999995,994,5080,1622616,1631,1256.94,-11.98331356048584,201576,0.00016390200471505523,0.0003,0.0017018381040543318,-2.8868088722229004,,
6020.72528847,996,5090,1625768,1631,1214.05,5.279560089111328,201970,0.00016025430522859097,0.0003,0.0013954122550785542,-2.805208206176758,,
5587.33522072,997,5100,1627504,1631,1117.74,-3.213942289352417,202187,0.00015855806122999638,0.0003,0.00249926233664155,-2.869157314300537,,
5102.775795959999,998,5110,1628584,1631,1021.73,5.355731964111328,202322,0.00015846389578655362,0.0003,0.0016063372604548931,-2.776325225830078,,
4470.4877768,998,5120,1629496,1631,907.82,-16.937725067138672,202436,0.00016318408597726375,0.0003,0.0017437399365007877,-2.7890806198120117,,
4126.8868459800005,999,5130,1630416,1631,848.21,-3.0371105670928955,202551,0.00016700307605788112,0.0003,0.0009789351606741548,-2.900852680206299,,
3467.4141153,999,5140,1631208,1631,697.93,-2.9443106651306152,202650,0.0001671665522735566,0.0003,0.002329893410205841,-2.8451576232910156,,
3638.75646134,1000,5150,1632096,1631,738.32,-6.390284061431885,202761,0.0001670843194006011,0.0003,0.0027472088113427162,-2.82411527633667,,
2800.58881934,1000,5160,1632720,1631,568.29,-0.03151106834411621,202839,0.000168885788298212,0.0003,0.0010364907793700695,-2.8533284664154053,,
1503.3569718200001,1001,5170,1633664,1631,306.04,-0.912811815738678,202957,0.00017003271204885095,0.0003,0.002219085581600666,-2.904865026473999,,
1470.6058738199997,1001,5180,1634496,1631,302.95,-14.270463943481445,203061,0.00016971469449345022,0.0003,0.001973557285964489,-2.9764792919158936,,
1220.76531781,1002,5190,1635544,1631,258.06,4.522437572479248,203192,0.00016701566346455365,0.0003,0.002374728675931692,-2.913295030593872,,
1015.5105036999998,1003,5200,1636704,1631,210.54,-15.439935684204102,203337,0.00016424640489276499,0.0003,0.0024835574440658092,-2.839045763015747,,
833.7057756799998,1004,5210,1638768,1631,164.37,3.97523832321167,203595,0.0001729170180624351,0.0003,0.004699160344898701,-2.937044620513916,,
611.5165909399999,1006,5220,1641392,1631,117.72,-16.857852935791016,203923,0.00016991923621390015,0.0003,0.0012308021541684866,-2.823148727416992,,
768.6778148100001,1007,5230,1643536,1631,153.42,13.245689392089844,204191,0.00017034515622071922,0.0003,0.0020875297486782074,-2.942384719848633,,
783.7420562799999,1008,5240,1646080,1631,156.58,5.008439064025879,204509,0.00016511458670720458,0.0003,0.0019116818439215422,-2.8257675170898438,,
569.3394415800001,1010,5250,1648288,1631,112.3,2.5185394287109375,204785,0.0001691401266725734,0.0003,0.0033684265799820423,-2.79372239112854,,
568.35356465,1011,5260,1650024,1631,112.98,-12.387288093566895,205002,0.00016555149341002107,0.0003,0.0016510989516973495,-2.7281970977783203,,
562.69502779,1012,5270,1651776,1631,112.18,-0.20760440826416016,205221,0.00016693142242729664,0.0003,0.001894067507237196,-2.785080909729004,,
556.74394487,1013,5280,1653528,1631,112.28,11.8956298828125,205440,0.00016744194726925343,0.0003,0.0025253831408917904,-2.965176582336426,,
533.8813175700001,1014,5290,1655232,1631,108.9,19.93449592590332,205653,0.00017022594693116844,0.0003,0.0021895654499530792,-2.806906223297119,,
512.86739597,1015,5300,1656512,1631,106.61,-10.38966178894043,205813,0.00017253501573577523,0.0003,0.0019061164930462837,-2.753204345703125,,
492.93359266,1016,5310,1658192,1631,105.0,4.858592510223389,206023,0.0001718354906188324,0.0003,0.0031619975343346596,-2.870309352874756,,
494.00073741000006,1017,5320,1660888,1631,105.82,-13.51577377319336,206360,0.00017072555783670396,0.0003,0.001140518463216722,-2.8716979026794434,,
342.84042058,1018,5330,1662664,1631,71.98,-11.231233596801758,206582,0.000170747225638479,0.0003,0.0027931660879403353,-2.826655864715576,,
830.34077459,1019,5340,1664168,1631,174.61,-20.262971878051758,206770,0.00016600855451542884,0.0003,0.002597993239760399,-2.7791543006896973,,
823.3232830100001,1020,5350,1665304,1631,173.57,11.241820335388184,206912,0.0001688849733909592,0.0003,0.0014777497854083776,-2.946580410003662,,
987.87595569,1021,5360,1666336,1631,206.91,-15.224726676940918,207041,0.0001685524039203301,0.0003,0.0013154966291040182,-2.891274929046631,,
994.51318126,1021,5370,1667240,1631,208.84,6.055476665496826,207154,0.00016795436386018991,0.0003,0.002437879564240575,-2.7473254203796387,,
998.6810321800002,1022,5380,1668192,1631,210.3,-2.504234790802002,207273,0.00016627094009891152,0.0003,0.003899648552760482,-2.786975145339966,,
1009.82685975,1022,5390,1668992,1631,212.21,-0.3669130802154541,207373,0.00016498535114806145,0.0003,0.0036070607602596283,-2.8894901275634766,,
1029.1207119799997,1023,5400,1669968,1631,215.42,-19.054828643798828,207495,0.0001639146648813039,0.0003,0.0016848717350512743,-2.7859740257263184,,
1035.6789656499998,1023,5410,1670904,1631,216.87,-3.1112637519836426,207612,0.00016087063704617321,0.0003,0.002260048408061266,-2.81058931350708,,
1019.4579811599999,1024,5420,1671584,1631,213.85,-13.281461715698242,207697,0.00016007316298782825,0.0003,0.0010686800815165043,-2.7183589935302734,,
1021.41657901,1024,5430,1672408,1631,213.51,-15.96435546875,207800,0.00015964050544425845,0.0003,0.0008845808915793896,-2.8636603355407715,,
746.2130149700002,1025,5440,1673080,1631,153.89,14.386086463928223,207884,0.000158144292072393,0.0003,0.0022905594669282436,-2.8110556602478027,,
742.4195664399999,1025,5450,1673736,1631,152.74,-4.024554252624512,207966,0.00015803452697582543,0.0003,0.0017478035297244787,-2.7886316776275635,,
576.29592499,1026,5460,1674368,1631,119.21,23.51512908935547,208045,0.00015866334433667362,0.0003,0.0017429383005946875,-2.8134374618530273,,
573.66913963,1026,5470,1675128,1631,118.01,19.287555694580078,208140,0.00016079717897810042,0.0003,0.001041541574522853,-2.8605294227600098,,
575.7065511899999,1026,5480,1675832,1631,117.29,8.41376781463623,208228,0.00016156358469743282,0.0003,0.003688698634505272,-2.7770867347717285,,
568.2393219,1027,5490,1676648,1631,115.39,14.837675094604492,208330,0.00016371109813917428,0.0003,0.0033151342067867517,-2.8784122467041016,,
568.1036816499999,1027,5500,1677136,1631,114.35,7.070766448974609,208391,0.0001676009123912081,0.0003,0.015381386503577232,-2.795380115509033,,
569.75721447,1028,5510,1678048,1631,114.59,-8.973173141479492,208505,0.00016700770356692374,0.0003,0.0021124163176864386,-2.7951865196228027,,
588.1668461300001,1028,5520,1679088,1631,117.27,-15.771651268005371,208635,0.00016597736976109445,0.0003,0.0026810839772224426,-2.7667698860168457,,
616.18056109,1029,5530,1680184,1632,120.94,33.085079193115234,208772,0.00016310693172272295,0.0003,0.0017023524269461632,-2.741076707839966,,
404.12235718000005,1030,5540,1681016,1632,78.11,-4.0946455001831055,208876,0.00016200901882257313,0.0003,0.001400097506120801,-2.771031379699707,,
419.74373719000005,1030,5550,1682000,1632,81.04,6.574968338012695,208999,0.00015991798136383295,0.0003,0.0019620205275714397,-2.8003740310668945,,
452.3477793999999,1031,5560,1683120,1632,84.47,27.943023681640625,209139,0.00015715741028543562,0.0003,0.0012183530488982797,-2.7864136695861816,,
